binomial,genus,family,fossilArea,Area,taxon
Anaxyrus exsul,Anaxyrus,BUFONIDAE,0,104.5084267,Amphibian
Anaxyrus fowleri,Anaxyrus,BUFONIDAE,146268.0758,1991764.844,Amphibian
Anaxyrus hemiophrys,Anaxyrus,BUFONIDAE,0,1401078.219,Amphibian
Anaxyrus houstonensis,Anaxyrus,BUFONIDAE,7593.84368,23538.3468,Amphibian
Anaxyrus kelloggi,Anaxyrus,BUFONIDAE,41596.57951,108743.1084,Amphibian
Anaxyrus mexicanus,Anaxyrus,BUFONIDAE,3185.395877,155243.1546,Amphibian
Anaxyrus microscaphus,Anaxyrus,BUFONIDAE,56974.49661,242190.6745,Amphibian
Anaxyrus nelsoni,Anaxyrus,BUFONIDAE,58.06275066,76.39441125,Amphibian
Anaxyrus punctatus,Anaxyrus,BUFONIDAE,460947.4514,2436554.867,Amphibian
Anaxyrus quercicus,Anaxyrus,BUFONIDAE,72400.79209,450928.4624,Amphibian
Anaxyrus retiformis,Anaxyrus,BUFONIDAE,19944.75349,52080.40848,Amphibian
Anaxyrus speciosus,Anaxyrus,BUFONIDAE,218263.3675,1063755.164,Amphibian
Anaxyrus terrestris,Anaxyrus,BUFONIDAE,73179.28934,545692.5342,Amphibian
Anaxyrus woodhousii,Anaxyrus,BUFONIDAE,329566.3686,3242476.484,Amphibian
Andinobates abditus,Andinobates,DENDROBATIDAE,0,86.41183733,Amphibian
Andinobates altobueyensis,Andinobates,DENDROBATIDAE,0,89.69924287,Amphibian
Andinobates bombetes,Andinobates,DENDROBATIDAE,0,569.9915495,Amphibian
Andinobates claudiae,Andinobates,DENDROBATIDAE,7.208347381,69.39946594,Amphibian
Andinobates daleswansoni,Andinobates,DENDROBATIDAE,0,641.4215544,Amphibian
Andinobates dorisswansonae,Andinobates,DENDROBATIDAE,0,32.45511115,Amphibian
Andinobates fulguritus,Andinobates,DENDROBATIDAE,2563.982429,39940.50344,Amphibian
Andinobates geminisae,Andinobates,DENDROBATIDAE,0,12.93912646,Amphibian
Andinobates minutus,Andinobates,DENDROBATIDAE,2945.814531,55926.21519,Amphibian
Andinobates opisthomelas,Andinobates,DENDROBATIDAE,0,7404.452155,Amphibian
Andinobates tolimensis,Andinobates,DENDROBATIDAE,0,28.7122576,Amphibian
Andinobates victimatus,Andinobates,DENDROBATIDAE,0,382.5332245,Amphibian
Andinobates viridis,Andinobates,DENDROBATIDAE,0,909.2895034,Amphibian
Andinobates virolinensis,Andinobates,DENDROBATIDAE,0,3158.115957,Amphibian
Andrias davidianus,Andrias,CRYPTOBRANCHIDAE,45246.94048,485718.4455,Amphibian
Andrias japonicus,Andrias,CRYPTOBRANCHIDAE,1169.636901,57086.02742,Amphibian
Aneides aeneus,Aneides,PLETHODONTIDAE,0,174759.6711,Amphibian
Aneides ferreus,Aneides,PLETHODONTIDAE,589.3315924,120363.6144,Amphibian
Aneides flavipunctatus,Aneides,PLETHODONTIDAE,744.9243468,47734.83946,Amphibian
Aneides hardii,Aneides,PLETHODONTIDAE,4620.225134,29604.31425,Amphibian
Aneides lugubris,Aneides,PLETHODONTIDAE,6348.117229,105848.8451,Amphibian
Aneides vagrans,Aneides,PLETHODONTIDAE,488.447334,52040.6282,Amphibian
Anhydrophryne hewitti,Anhydrophryne,PYXICEPHALIDAE,27.2037212,43053.89435,Amphibian
Anhydrophryne ngongoniensis,Anhydrophryne,PYXICEPHALIDAE,0,412.4113205,Amphibian
Anhydrophryne rattrayi,Anhydrophryne,PYXICEPHALIDAE,0,2285.054849,Amphibian
Anilany helenae,Anilany,MICROHYLIDAE,0,20.31981487,Amphibian
Anodonthyla boulengeri,Anodonthyla,MICROHYLIDAE,562.331393,80739.30348,Amphibian
Anodonthyla emilei,Anodonthyla,MICROHYLIDAE,0,405.2871928,Amphibian
Anodonthyla hutchisoni,Anodonthyla,MICROHYLIDAE,1.252949052,429.5765953,Amphibian
Anodonthyla jeanbai,Anodonthyla,MICROHYLIDAE,0,12.64674045,Amphibian
Anodonthyla montana,Anodonthyla,MICROHYLIDAE,0,609.2538986,Amphibian
Anodonthyla moramora,Anodonthyla,MICROHYLIDAE,0,405.2871928,Amphibian
Anodonthyla nigrigularis,Anodonthyla,MICROHYLIDAE,0,1728.871918,Amphibian
Anodonthyla pollicaris,Anodonthyla,MICROHYLIDAE,0,745.127399,Amphibian
Anodonthyla rouxae,Anodonthyla,MICROHYLIDAE,0,103.5932319,Amphibian
Anodonthyla theoi,Anodonthyla,MICROHYLIDAE,0.006858818,52.60940392,Amphibian
Anodonthyla vallani,Anodonthyla,MICROHYLIDAE,0,20.31981487,Amphibian
Anomaloglossus ayarzaguenai,Anomaloglossus,AROMOBATIDAE,0,57.54022191,Amphibian
Anomaloglossus baeobatrachus,Anomaloglossus,AROMOBATIDAE,8521.331686,682867.7147,Amphibian
Anomaloglossus beebei,Anomaloglossus,AROMOBATIDAE,0,2022.899254,Amphibian
Anomaloglossus blanci,Anomaloglossus,AROMOBATIDAE,0,2262.578145,Amphibian
Anomaloglossus breweri,Anomaloglossus,AROMOBATIDAE,0,164.210599,Amphibian
Anomaloglossus degranvillei,Anomaloglossus,AROMOBATIDAE,0,9.875006944,Amphibian
Anomaloglossus dewynteri,Anomaloglossus,AROMOBATIDAE,0,9.891085292,Amphibian
Anomaloglossus guanayensis,Anomaloglossus,AROMOBATIDAE,0,76.53397468,Amphibian
Anomaloglossus kaiei,Anomaloglossus,AROMOBATIDAE,0,3399.392378,Amphibian
Anomaloglossus leopardus,Anomaloglossus,AROMOBATIDAE,0,1099.376984,Amphibian
Anomaloglossus megacephalus,Anomaloglossus,AROMOBATIDAE,0,63.73637684,Amphibian
Anomaloglossus moffetti,Anomaloglossus,AROMOBATIDAE,0,1256.636324,Amphibian
Anomaloglossus murisipanensis,Anomaloglossus,AROMOBATIDAE,0,1.796456583,Amphibian
Anomaloglossus parimae,Anomaloglossus,AROMOBATIDAE,0,1.888120458,Amphibian
Anomaloglossus parkerae,Anomaloglossus,AROMOBATIDAE,0,48.9830357,Amphibian
Anomaloglossus praderioi,Anomaloglossus,AROMOBATIDAE,0,247.7185646,Amphibian
Anomaloglossus roraima,Anomaloglossus,AROMOBATIDAE,0,248.5698321,Amphibian
Anomaloglossus rufulus,Anomaloglossus,AROMOBATIDAE,0,478.7243299,Amphibian
Anomaloglossus shrevei,Anomaloglossus,AROMOBATIDAE,0,2442.461244,Amphibian
Anomaloglossus stepheni,Anomaloglossus,AROMOBATIDAE,0,24168.65812,Amphibian
Anomaloglossus surinamensis,Anomaloglossus,AROMOBATIDAE,0,98204.96814,Amphibian
Anomaloglossus tamacuarensis,Anomaloglossus,AROMOBATIDAE,0,536.2932785,Amphibian
Anomaloglossus tepuyensis,Anomaloglossus,AROMOBATIDAE,0,1687.437675,Amphibian
Anomaloglossus triunfo,Anomaloglossus,AROMOBATIDAE,0,8.969030306,Amphibian
Anomaloglossus verbeeksnyderorum,Anomaloglossus,AROMOBATIDAE,0,11066.92324,Amphibian
Anomaloglossus wothuja,Anomaloglossus,AROMOBATIDAE,0,14001.30453,Amphibian
Ansonia albomaculata,Ansonia,BUFONIDAE,44.50281417,93719.92159,Amphibian
Ansonia echinata,Ansonia,BUFONIDAE,0,50.23484478,Amphibian
Ansonia endauensis,Ansonia,BUFONIDAE,0,33.45173349,Amphibian
Ansonia fuliginea,Ansonia,BUFONIDAE,0,290.4926608,Amphibian
Ansonia glandulosa,Ansonia,BUFONIDAE,0,1058.89365,Amphibian
Ansonia guibei,Ansonia,BUFONIDAE,0,632.3319984,Amphibian
Ansonia hanitschi,Ansonia,BUFONIDAE,0,21080.16515,Amphibian
Ansonia inthanon,Ansonia,BUFONIDAE,0,21404.45145,Amphibian
Ansonia jeetsukumarani,Ansonia,BUFONIDAE,0,3485.071618,Amphibian
Ansonia khaochangensis,Ansonia,BUFONIDAE,0,19.14350989,Amphibian
Ansonia kraensis,Ansonia,BUFONIDAE,3.8724763,15686.13043,Amphibian
Ansonia kyaiktiyoensis,Ansonia,BUFONIDAE,0,192.8365923,Amphibian
Ansonia latidisca,Ansonia,BUFONIDAE,0,21.64673454,Amphibian
Ansonia latiffi,Ansonia,BUFONIDAE,192.8546698,19306.60087,Amphibian
Ansonia latirostra,Ansonia,BUFONIDAE,0,135.8151268,Amphibian
Ansonia leptopus,Ansonia,BUFONIDAE,12329.71948,90466.35097,Amphibian
Ansonia longidigita,Ansonia,BUFONIDAE,707.7664297,103142.7885,Amphibian
Ansonia malayana,Ansonia,BUFONIDAE,3210.051563,84629.96289,Amphibian
Ansonia mcgregori,Ansonia,BUFONIDAE,0,4752.650314,Amphibian
Ansonia minuta,Ansonia,BUFONIDAE,772.1319966,26679.49527,Amphibian
Ansonia muelleri,Ansonia,BUFONIDAE,160.9861979,8711.485034,Amphibian
Ansonia penangensis,Ansonia,BUFONIDAE,1.659379786,39.71279869,Amphibian
Ansonia phuketensis,Ansonia,BUFONIDAE,0,16.984075700000002,Amphibian
Ansonia platysoma,Ansonia,BUFONIDAE,0,3497.690879,Amphibian
Ansonia siamensis,Ansonia,BUFONIDAE,0,1941.486157,Amphibian
Ansonia smeagol,Ansonia,BUFONIDAE,0,11.08512488,Amphibian
Ansonia spinulifer,Ansonia,BUFONIDAE,1863.880621,53930.42759,Amphibian
Ansonia teneritas,Ansonia,BUFONIDAE,0,19.80500906,Amphibian
Ansonia thinthinae,Ansonia,BUFONIDAE,0,277.9822613,Amphibian
Ansonia tiomanica,Ansonia,BUFONIDAE,0,45.92402216,Amphibian
Ansonia torrentis,Ansonia,BUFONIDAE,0,1128.982021,Amphibian
Ansonia vidua,Ansonia,BUFONIDAE,0,9.863430377,Amphibian
Aparasphenodon bokermanni,Aparasphenodon,HYLIDAE,33.06038436,33.32590342,Amphibian
Aparasphenodon brunoi,Aparasphenodon,HYLIDAE,8116.178013,249395.7855,Amphibian
Aparasphenodon venezolanus,Aparasphenodon,HYLIDAE,0,85293.29973,Amphibian
Aphantophryne minuta,Aphantophryne,MICROHYLIDAE,0,50.99180669,Amphibian
Aphantophryne nana,Aphantophryne,MICROHYLIDAE,0,101.6700762,Amphibian
Aphantophryne pansa,Aphantophryne,MICROHYLIDAE,0,848.6063096,Amphibian
Aphantophryne sabini,Aphantophryne,MICROHYLIDAE,0,14.45225486,Amphibian
Aplastodiscus albofrenatus,Aplastodiscus,HYLIDAE,424.2143142,16180.85984,Amphibian
Aplastodiscus albosignatus,Aplastodiscus,HYLIDAE,1390.924658,61207.28192,Amphibian
Aplastodiscus arildae,Aplastodiscus,HYLIDAE,2976.49542,162471.102,Amphibian
Aplastodiscus callipygius,Aplastodiscus,HYLIDAE,1.733008794,9476.940743,Amphibian
Aplastodiscus cavicola,Aplastodiscus,HYLIDAE,0,22877.00957,Amphibian
Aplastodiscus cochranae,Aplastodiscus,HYLIDAE,54.33490953,7520.838281,Amphibian
Aplastodiscus ehrhardti,Aplastodiscus,HYLIDAE,3.603787194,20034.24029,Amphibian
Aplastodiscus eugenioi,Aplastodiscus,HYLIDAE,218.0804342,3627.913863,Amphibian
Aplastodiscus flumineus,Aplastodiscus,HYLIDAE,0,105.0102357,Amphibian
Aplastodiscus ibirapitanga,Aplastodiscus,HYLIDAE,307.0750844,10680.3544,Amphibian
Aplastodiscus leucopygius,Aplastodiscus,HYLIDAE,1276.919924,115403.9091,Amphibian
Aplastodiscus musicus,Aplastodiscus,HYLIDAE,0,675.127614,Amphibian
Aplastodiscus perviridis,Aplastodiscus,HYLIDAE,5862.975183,1006030.465,Amphibian
Aplastodiscus sibilatus,Aplastodiscus,HYLIDAE,420.684175,1612.096493,Amphibian
Aplastodiscus weygoldti,Aplastodiscus,HYLIDAE,0,30.73442492,Amphibian
Aquiloeurycea cafetalera,Aquiloeurycea,PLETHODONTIDAE,0,4197.125206,Amphibian
Aquiloeurycea cephalica,Aquiloeurycea,PLETHODONTIDAE,169.2197167,14763.9295,Amphibian
Aquiloeurycea galeanae,Aquiloeurycea,PLETHODONTIDAE,1.817745408,908.6013367,Amphibian
Aquiloeurycea praecellens,Aquiloeurycea,PLETHODONTIDAE,0,22.90779888,Amphibian
Aquiloeurycea quetzalanensis,Aquiloeurycea,PLETHODONTIDAE,0,53.62524765,Amphibian
Aquiloeurycea scandens,Aquiloeurycea,PLETHODONTIDAE,5.216929601,1055.317005,Amphibian
Arcovomer passarellii,Arcovomer,MICROHYLIDAE,4770.132418,39731.31788,Amphibian
Arenophryne rotunda,Arenophryne,MYOBATRACHIDAE,287.1329723,3792.685333,Amphibian
Argenteohyla siemersi,Argenteohyla,HYLIDAE,58934.5016,62117.66037,Amphibian
Arlequinus krebsi,Arlequinus,HYPEROLIIDAE,0,70.37382257,Amphibian
Aromobates alboguttatus,Aromobates,AROMOBATIDAE,0,152.2136131,Amphibian
Aromobates cannatellai,Aromobates,AROMOBATIDAE,0,3.356925465,Amphibian
Aromobates capurinensis,Aromobates,AROMOBATIDAE,0,34.43217315,Amphibian
Aromobates duranti,Aromobates,AROMOBATIDAE,0,36.37830951,Amphibian
Aromobates ericksonae,Aromobates,AROMOBATIDAE,0,356.7768307,Amphibian
Aromobates haydeeae,Aromobates,AROMOBATIDAE,0,10.53254406,Amphibian
Aromobates leopardalis,Aromobates,AROMOBATIDAE,0,41.66040195,Amphibian
Aromobates mayorgai,Aromobates,AROMOBATIDAE,0,1126.476908,Amphibian
Aromobates meridensis,Aromobates,AROMOBATIDAE,0,39.33815532,Amphibian
Aromobates molinarii,Aromobates,AROMOBATIDAE,0,6.831222331,Amphibian
Aromobates nocturnus,Aromobates,AROMOBATIDAE,0,20.76612762,Amphibian
Aromobates ornatissimus,Aromobates,AROMOBATIDAE,0,168.395883,Amphibian
Aromobates orostoma,Aromobates,AROMOBATIDAE,0,51.65227853,Amphibian
Aromobates saltuensis,Aromobates,AROMOBATIDAE,0,191.7226196,Amphibian
Aromobates serranus,Aromobates,AROMOBATIDAE,0,77.27208686,Amphibian
Aromobates tokuko,Aromobates,AROMOBATIDAE,0,36.82582053,Amphibian
Aromobates walterarpi,Aromobates,AROMOBATIDAE,0,6.921906692,Amphibian
Aromobates zippeli,Aromobates,AROMOBATIDAE,0,87.17089092,Amphibian
Arthroleptella bicolor,Arthroleptella,PYXICEPHALIDAE,0,2040.149171,Amphibian
Arthroleptella drewesii,Arthroleptella,PYXICEPHALIDAE,0,44.0402593,Amphibian
Arthroleptella landdrosia,Arthroleptella,PYXICEPHALIDAE,2.297170276,473.6990779,Amphibian
Arthroleptella lightfooti,Arthroleptella,PYXICEPHALIDAE,7.042758939,253.9686914,Amphibian
Arthroleptella rugosa,Arthroleptella,PYXICEPHALIDAE,0,15.82292623,Amphibian
Arthroleptella subvoce,Arthroleptella,PYXICEPHALIDAE,0,41.21836531,Amphibian
Arthroleptella villiersi,Arthroleptella,PYXICEPHALIDAE,154.6234401,5675.610203,Amphibian
Arthroleptides dutoiti,Arthroleptides,PETROPEDETIDAE,0,834.9910258,Amphibian
Arthroleptides martiensseni,Arthroleptides,PETROPEDETIDAE,0,635.4524359,Amphibian
Arthroleptides yakusini,Arthroleptides,PETROPEDETIDAE,0,3113.196523,Amphibian
Arthroleptis adelphus,Arthroleptis,ARTHROLEPTIDAE,4612.883663,471769.9713,Amphibian
Arthroleptis adolfifriederici,Arthroleptis,ARTHROLEPTIDAE,0,12498.28564,Amphibian
Arthroleptis affinis,Arthroleptis,ARTHROLEPTIDAE,0,10993.39072,Amphibian
Arthroleptis anotis,Arthroleptis,ARTHROLEPTIDAE,0,3.576513741,Amphibian
Arthroleptis aureoli,Arthroleptis,ARTHROLEPTIDAE,4.516285453,8818.745569,Amphibian
Arthroleptis bioko,Arthroleptis,ARTHROLEPTIDAE,0,127.9509414,Amphibian
Arthroleptis bivittatus,Arthroleptis,ARTHROLEPTIDAE,2.399476582,7.304415364,Amphibian
Arthroleptis brevipes,Arthroleptis,ARTHROLEPTIDAE,0,21.25170958,Amphibian
Arthroleptis carquejai,Arthroleptis,ARTHROLEPTIDAE,0,919.4635879,Amphibian
Arthroleptis crusculum,Arthroleptis,ARTHROLEPTIDAE,0,1521.832256,Amphibian
Arthroleptis fichika,Arthroleptis,ARTHROLEPTIDAE,0,24.93288646,Amphibian
Arthroleptis formosus,Arthroleptis,ARTHROLEPTIDAE,0,183.1520783,Amphibian
Arthroleptis francei,Arthroleptis,ARTHROLEPTIDAE,0,300.6424979,Amphibian
Arthroleptis hematogaster,Arthroleptis,ARTHROLEPTIDAE,0,13412.95163,Amphibian
Arthroleptis kidogo,Arthroleptis,ARTHROLEPTIDAE,0,69.19394378,Amphibian
Arthroleptis krokosua,Arthroleptis,ARTHROLEPTIDAE,0,3562.842286,Amphibian
Arthroleptis kutogundua,Arthroleptis,ARTHROLEPTIDAE,0,7.011648137,Amphibian
Arthroleptis lameerei,Arthroleptis,ARTHROLEPTIDAE,45907.11719,819235.7218,Amphibian
Arthroleptis langeri,Arthroleptis,ARTHROLEPTIDAE,0,264.228007,Amphibian
Arthroleptis lonnbergi,Arthroleptis,ARTHROLEPTIDAE,0,21.26503777,Amphibian
Arthroleptis loveridgei,Arthroleptis,ARTHROLEPTIDAE,0,3007.7907,Amphibian
Arthroleptis mossoensis,Arthroleptis,ARTHROLEPTIDAE,0,19.77699313,Amphibian
Arthroleptis nguruensis,Arthroleptis,ARTHROLEPTIDAE,0,12.44126515,Amphibian
Arthroleptis nikeae,Arthroleptis,ARTHROLEPTIDAE,0,0.227923881,Amphibian
Arthroleptis nimbaensis,Arthroleptis,ARTHROLEPTIDAE,0,58.68211729,Amphibian
Arthroleptis nlonakoensis,Arthroleptis,ARTHROLEPTIDAE,0,26.28344584,Amphibian
Arthroleptis palava,Arthroleptis,ARTHROLEPTIDAE,154.186766,18317.39269,Amphibian
Arthroleptis perreti,Arthroleptis,ARTHROLEPTIDAE,0,283.5298645,Amphibian
Arthroleptis phrynoides,Arthroleptis,ARTHROLEPTIDAE,0,59.91555752,Amphibian
Arthroleptis poecilonotus,Arthroleptis,ARTHROLEPTIDAE,190249.9199,2563738.767,Amphibian
Arthroleptis pyrrhoscelis,Arthroleptis,ARTHROLEPTIDAE,0,15566.6433,Amphibian
Arthroleptis reichei,Arthroleptis,ARTHROLEPTIDAE,0,10945.23253,Amphibian
Arthroleptis schubotzi,Arthroleptis,ARTHROLEPTIDAE,809.3961553,27346.7469,Amphibian
Arthroleptis spinalis,Arthroleptis,ARTHROLEPTIDAE,7.542678117,164.971894,Amphibian
Arthroleptis stenodactylus,Arthroleptis,ARTHROLEPTIDAE,395264.3659,2386764.235,Amphibian
Arthroleptis stridens,Arthroleptis,ARTHROLEPTIDAE,0,12.02084995,Amphibian
Arthroleptis sylvaticus,Arthroleptis,ARTHROLEPTIDAE,102019.5728,1013498.677,Amphibian
Arthroleptis taeniatus,Arthroleptis,ARTHROLEPTIDAE,6147.710386,723718.3753,Amphibian
Arthroleptis tanneri,Arthroleptis,ARTHROLEPTIDAE,0,647.9814818,Amphibian
Arthroleptis troglodytes,Arthroleptis,ARTHROLEPTIDAE,0,15.09766219,Amphibian
Arthroleptis tuberosus,Arthroleptis,ARTHROLEPTIDAE,92419.36641,1128770.995,Amphibian
Arthroleptis variabilis,Arthroleptis,ARTHROLEPTIDAE,131351.0095,1636868.716,Amphibian
Arthroleptis vercammeni,Arthroleptis,ARTHROLEPTIDAE,0,16.77460624,Amphibian
Arthroleptis wahlbergii,Arthroleptis,ARTHROLEPTIDAE,1008.661848,50858.96317,Amphibian
Arthroleptis xenochirus,Arthroleptis,ARTHROLEPTIDAE,151741.2985,1044555.256,Amphibian
Arthroleptis xenodactyloides,Arthroleptis,ARTHROLEPTIDAE,110130.0878,1109352.466,Amphibian
Arthroleptis xenodactylus,Arthroleptis,ARTHROLEPTIDAE,0,599.658284,Amphibian
Arthroleptis zimmeri,Arthroleptis,ARTHROLEPTIDAE,0,6.121137219,Amphibian
Ascaphus montanus,Ascaphus,ASCAPHIDAE,2083.641333,239003.7292,Amphibian
Ascaphus truei,Ascaphus,ASCAPHIDAE,3418.002664,304259.3613,Amphibian
Assa darlingtoni,Assa,MYOBATRACHIDAE,1115.416901,35991.04368,Amphibian
Asterophrys eurydactyla,Asterophrys,MICROHYLIDAE,0.001704197,1722.417024,Amphibian
Asterophrys foja,Asterophrys,MICROHYLIDAE,0,9.914387271,Amphibian
Asterophrys leucopus,Asterophrys,MICROHYLIDAE,0,11074.73778,Amphibian
Asterophrys marani,Asterophrys,MICROHYLIDAE,0,507.3007624,Amphibian
Asterophrys pullifer,Asterophrys,MICROHYLIDAE,0,9.242269645,Amphibian
Asterophrys slateri,Asterophrys,MICROHYLIDAE,3073.303369,48925.60663,Amphibian
Asterophrys turpicola,Asterophrys,MICROHYLIDAE,23548.65958,263049.388,Amphibian
Astylosternus batesi,Astylosternus,ARTHROLEPTIDAE,6887.448629,652386.815,Amphibian
Astylosternus diadematus,Astylosternus,ARTHROLEPTIDAE,103.7371829,32334.24537,Amphibian
Astylosternus fallax,Astylosternus,ARTHROLEPTIDAE,0,716.5900143,Amphibian
Astylosternus laticephalus,Astylosternus,ARTHROLEPTIDAE,116.479627,50739.62883,Amphibian
Astylosternus laurenti,Astylosternus,ARTHROLEPTIDAE,0,3096.953531,Amphibian
Astylosternus montanus,Astylosternus,ARTHROLEPTIDAE,317.4274037,12897.1511,Amphibian
Astylosternus nganhanus,Astylosternus,ARTHROLEPTIDAE,0,52.55443828,Amphibian
Astylosternus occidentalis,Astylosternus,ARTHROLEPTIDAE,5200.409791,185797.1286,Amphibian
Astylosternus perreti,Astylosternus,ARTHROLEPTIDAE,0,416.3475438,Amphibian
Astylosternus ranoides,Astylosternus,ARTHROLEPTIDAE,0,2055.421163,Amphibian
Astylosternus rheophilus,Astylosternus,ARTHROLEPTIDAE,323.6773632,9515.227667,Amphibian
Astylosternus schioetzi,Astylosternus,ARTHROLEPTIDAE,0,1018.105934,Amphibian
Atelognathus ceii,Atelognathus,BATRACHYLIDAE,0,99.76724837,Amphibian
Atelognathus nitoi,Atelognathus,BATRACHYLIDAE,0,26.18066658,Amphibian
Atelognathus patagonicus,Atelognathus,BATRACHYLIDAE,0,30.81956443,Amphibian
Atelognathus praebasalticus,Atelognathus,BATRACHYLIDAE,0,2370.794656,Amphibian
Atelognathus reverberii,Atelognathus,BATRACHYLIDAE,1.611212733,1177.976995,Amphibian
Atelognathus salai,Atelognathus,BATRACHYLIDAE,403.9921334,4375.590826,Amphibian
Atelognathus solitarius,Atelognathus,BATRACHYLIDAE,0,29.35857391,Amphibian
Atelopus andinus,Atelopus,BUFONIDAE,0,2415.38119,Amphibian
Atelopus angelito,Atelopus,BUFONIDAE,0,100.4976937,Amphibian
Atelopus ardila,Atelopus,BUFONIDAE,0,172.105235,Amphibian
Atelopus arsyecue,Atelopus,BUFONIDAE,0,79.93090268,Amphibian
Atelopus arthuri,Atelopus,BUFONIDAE,0,73.20729137,Amphibian
Atelopus balios,Atelopus,BUFONIDAE,0.042736649,173.528478,Amphibian
Atelopus bomolochos,Atelopus,BUFONIDAE,0,3922.282369,Amphibian
Atelopus boulengeri,Atelopus,BUFONIDAE,0,2383.106892,Amphibian
Atelopus carauta,Atelopus,BUFONIDAE,0,115.0544227,Amphibian
Atelopus carbonerensis,Atelopus,BUFONIDAE,0,142.8749199,Amphibian
Atelopus carrikeri,Atelopus,BUFONIDAE,0,627.245863,Amphibian
Atelopus certus,Atelopus,BUFONIDAE,0.069231595,784.6072269,Amphibian
Atelopus chiriquiensis,Atelopus,BUFONIDAE,0,1745.871561,Amphibian
Atelopus chirripoensis,Atelopus,BUFONIDAE,0,3.934348386,Amphibian
Atelopus chocoensis,Atelopus,BUFONIDAE,0,233.0995301,Amphibian
Atelopus chrysocorallus,Atelopus,BUFONIDAE,0,55.21548252,Amphibian
Atelopus coynei,Atelopus,BUFONIDAE,0,2955.083976,Amphibian
Atelopus cruciger,Atelopus,BUFONIDAE,797.1633081,16490.15485,Amphibian
Atelopus dimorphus,Atelopus,BUFONIDAE,0,64.77524758,Amphibian
Atelopus ebenoides,Atelopus,BUFONIDAE,0,807.9027696,Amphibian
Atelopus elegans,Atelopus,BUFONIDAE,0.089213014,8362.610069,Amphibian
Atelopus epikeisthos,Atelopus,BUFONIDAE,0,21.59076113,Amphibian
Atelopus erythropus,Atelopus,BUFONIDAE,0,12195.80279,Amphibian
Atelopus eusebianus,Atelopus,BUFONIDAE,0,824.8597077,Amphibian
Atelopus eusebiodiazi,Atelopus,BUFONIDAE,0,9.656850817,Amphibian
Atelopus exiguus,Atelopus,BUFONIDAE,0,410.8704959,Amphibian
Atelopus famelicus,Atelopus,BUFONIDAE,0,20.1661189,Amphibian
Atelopus farci,Atelopus,BUFONIDAE,0,1.616240247,Amphibian
Atelopus flavescens,Atelopus,BUFONIDAE,0,485.1605075,Amphibian
Atelopus franciscus,Atelopus,BUFONIDAE,611.6106227,28576.24133,Amphibian
Atelopus galactogaster,Atelopus,BUFONIDAE,0,64.12515339,Amphibian
Atelopus gigas,Atelopus,BUFONIDAE,0,5.593581531,Amphibian
Atelopus glyphus,Atelopus,BUFONIDAE,0,363.9767844,Amphibian
Atelopus guanujo,Atelopus,BUFONIDAE,0,143.5909302,Amphibian
Atelopus guitarraensis,Atelopus,BUFONIDAE,0,65.46613646,Amphibian
Atelopus halihelos,Atelopus,BUFONIDAE,0,58.85169703,Amphibian
Atelopus ignescens,Atelopus,BUFONIDAE,0,10227.639,Amphibian
Atelopus laetissimus,Atelopus,BUFONIDAE,0,164.8362022,Amphibian
Atelopus limosus,Atelopus,BUFONIDAE,0,1407.526644,Amphibian
Atelopus loettersi,Atelopus,BUFONIDAE,0,11002.92606,Amphibian
Atelopus longibrachius,Atelopus,BUFONIDAE,0,5.045878667,Amphibian
Atelopus longirostris,Atelopus,BUFONIDAE,0,3620.126076,Amphibian
Atelopus lozanoi,Atelopus,BUFONIDAE,0,4050.865486,Amphibian
Atelopus lynchi,Atelopus,BUFONIDAE,0,11.12094606,Amphibian
Atelopus mandingues,Atelopus,BUFONIDAE,0,85.41621174,Amphibian
Atelopus marinkellei,Atelopus,BUFONIDAE,0,1787.70679,Amphibian
Atelopus mindoensis,Atelopus,BUFONIDAE,0,1919.982824,Amphibian
Atelopus minutulus,Atelopus,BUFONIDAE,0,10.08873306,Amphibian
Atelopus mittermeieri,Atelopus,BUFONIDAE,0,229.7657934,Amphibian
Atelopus monohernandezii,Atelopus,BUFONIDAE,0,51.04313578,Amphibian
Atelopus mucubajiensis,Atelopus,BUFONIDAE,0,10.69944366,Amphibian
Atelopus muisca,Atelopus,BUFONIDAE,0,87.3644505,Amphibian
Atelopus nahumae,Atelopus,BUFONIDAE,0,391.2601536,Amphibian
Atelopus nanay,Atelopus,BUFONIDAE,0,76.89535599,Amphibian
Atelopus nepiozomus,Atelopus,BUFONIDAE,0,2361.539751,Amphibian
Atelopus nicefori,Atelopus,BUFONIDAE,0,90.39342136,Amphibian
Atelopus nocturnus,Atelopus,BUFONIDAE,0,9.99116486,Amphibian
Atelopus onorei,Atelopus,BUFONIDAE,0,11.15028017,Amphibian
Atelopus orcesi,Atelopus,BUFONIDAE,0,4.229778118,Amphibian
Atelopus oxapampae,Atelopus,BUFONIDAE,0,233.2375867,Amphibian
Atelopus oxyrhynchus,Atelopus,BUFONIDAE,0,346.0833421,Amphibian
Atelopus pachydermus,Atelopus,BUFONIDAE,0,4236.957875,Amphibian
Atelopus palmatus,Atelopus,BUFONIDAE,0,137.5604648,Amphibian
Atelopus pastuso,Atelopus,BUFONIDAE,0,3666.512611,Amphibian
Atelopus patazensis,Atelopus,BUFONIDAE,0,27.73574073,Amphibian
Atelopus pedimarmoratus,Atelopus,BUFONIDAE,0,10.09803662,Amphibian
