binomial,genus,family,fossilArea,Area,taxon
Urosaurus irregularis,Urosaurus,Iguanidae,0,9.996281,Reptile
Urosaurus lahtelai,Urosaurus,Iguanidae,0,1632.013813,Reptile
Urosaurus nigricaudus,Urosaurus,Iguanidae,3538.669012,107358.545145,Reptile
Urosaurus ornatus,Urosaurus,Iguanidae,285864.8636,1507637.252743,Reptile
Urostrophus gallardoi,Urostrophus,Iguanidae,128860.2072,223182.85113,Reptile
Urostrophus vautieri,Urostrophus,Iguanidae,0,74116.471491,Reptile
Urotheca decipiens,Urotheca,Colubridae,382.4125833,25380.710095,Reptile
Urotheca dumerilli,Urotheca,Colubridae,0,19.992561,Reptile
Urotheca fulviceps,Urotheca,Colubridae,621.1823635,4995.573979,Reptile
Urotheca guentheri,Urotheca,Colubridae,7129.870292,85706.558489,Reptile
Urotheca lateristriga,Urotheca,Colubridae,15420.45082,917573.178903,Reptile
Urotheca multilineata,Urotheca,Colubridae,0,19.992561,Reptile
Urotheca myersi,Urotheca,Colubridae,0,2745.109581,Reptile
Urotheca pachyura,Urotheca,Colubridae,406.1421139,15842.316183,Reptile
Uta encantadae,Uta,Iguanidae,0.617475466,0.617476,Reptile
Uta lowei,Uta,Iguanidae,0.464402468,0.857083,Reptile
Uta nolascensis,Uta,Iguanidae,0,2.968234,Reptile
Uta palmeri,Uta,Iguanidae,0,1.222661,Reptile
Uta squamata,Uta,Iguanidae,3.588468982,27.727585,Reptile
Uta stansburiana,Uta,Iguanidae,596184.0162,2198336.984011,Reptile
Uta tumidarostra,Uta,Iguanidae,9.691770215,9.996281,Reptile
Uvidicolus sphyrurus,Uvidicolus,Carphodactylidae,4567.5872,72934.412347,Reptile
Vanzosaura multiscutatus,Vanzosaura,Gymnophthalmidae,0,9.996281,Reptile
Vanzosaura rubricauda,Vanzosaura,Gymnophthalmidae,640470.8857,4669589.772802,Reptile
Vanzosaura savanicola,Vanzosaura,Gymnophthalmidae,0,491.993751,Reptile
Varanus acanthurus,Varanus,Varanidae,958968.6952,3077026.531521,Reptile
Varanus albigularis,Varanus,Varanidae,1234325.456,8442846.329296,Reptile
Varanus auffenbergi,Varanus,Varanidae,59.53161875,1230.269949,Reptile
Varanus bangonorum,Varanus,Varanidae,353.8325417,9816.97904,Reptile
Varanus baritji,Varanus,Varanidae,43250.77623,232179.135341,Reptile
Varanus beccarii,Varanus,Varanidae,521.8476644,7854.142533,Reptile
Varanus bengalensis,Varanus,Varanidae,1665240.785,4887143.933426,Reptile
Varanus bitatawa,Varanus,Varanidae,2.489339287,461.461278,Reptile
Varanus boehmei,Varanus,Varanidae,110.6775845,3408.139709,Reptile
Varanus bogerti,Varanus,Varanidae,12.74044904,1686.132096,Reptile
Varanus brevicauda,Varanus,Varanidae,729143.617,2296413.541164,Reptile
Varanus bushi,Varanus,Varanidae,0,50227.390441,Reptile
Varanus caerulivirens,Varanus,Varanidae,168.5955863,14135.533968,Reptile
Varanus caudolineatus,Varanus,Varanidae,61492.25849,1179367.420703,Reptile
Varanus cerambonensis,Varanus,Varanidae,492.5518932,30530.383873,Reptile
Varanus cumingi,Varanus,Varanidae,3522.143581,121248.502042,Reptile
Varanus dalubhasa,Varanus,Varanidae,609.3213199,20286.774941,Reptile
Varanus doreanus,Varanus,Varanidae,874.8939231,35365.313152,Reptile
Varanus dumerilii,Varanus,Varanidae,243192.601,1503823.200331,Reptile
Varanus eremius,Varanus,Varanidae,939051.8936,2918918.219158,Reptile
Varanus exanthematicus,Varanus,Varanidae,1729355.928,7576911.507599,Reptile
Varanus finschi,Varanus,Varanidae,385.7876592,61937.428981,Reptile
Varanus flavescens,Varanus,Varanidae,590775.9419,895935.501534,Reptile
Varanus giganteus,Varanus,Varanidae,845425.8052,2472506.804083,Reptile
Varanus gilleni,Varanus,Varanidae,1082111.05,2163356.363956,Reptile
Varanus glauerti,Varanus,Varanidae,14227.49539,246187.623054,Reptile
Varanus glebopalma,Varanus,Varanidae,103852.8988,656171.490647,Reptile
Varanus gouldii,Varanus,Varanidae,2195062.867,6336976.643795,Reptile
Varanus hamersleyensis,Varanus,Varanidae,0,2740.908407,Reptile
Varanus indicus,Varanus,Varanidae,254668.829,846490.398561,Reptile
Varanus jobiensis,Varanus,Varanidae,83952.15601,494060.033959,Reptile
Varanus juxtindicus,Varanus,Varanidae,12.94825753,669.318957,Reptile
Varanus keithhornei,Varanus,Varanidae,1704.92681,1987.919902,Reptile
Varanus kingorum,Varanus,Varanidae,8461.610023,43297.319828,Reptile
Varanus komodoensis,Varanus,Varanidae,48.70431096,1113.020561,Reptile
Varanus kordensis,Varanus,Varanidae,67.33395405,2519.691111,Reptile
Varanus lirungensis,Varanus,Varanidae,10.62217005,86.874094,Reptile
Varanus mabitang,Varanus,Varanidae,0,330.532185,Reptile
Varanus macraei,Varanus,Varanidae,27.8971878,453.621601,Reptile
Varanus marmoratus,Varanus,Varanidae,11356.98749,132134.954223,Reptile
Varanus melinus,Varanus,Varanidae,66.3775247,4741.454385,Reptile
Varanus mertensi,Varanus,Varanidae,308937.2847,1201702.931591,Reptile
Varanus mitchelli,Varanus,Varanidae,64574.10964,449912.98007,Reptile
Varanus nebulosus,Varanus,Varanidae,446847.1827,2136364.338467,Reptile
Varanus niloticus,Varanus,Varanidae,2373394.723,13761786.813194,Reptile
Varanus nuchalis,Varanus,Varanidae,2174.456189,34950.568699,Reptile
Varanus obor,Varanus,Varanidae,25.55673059,585.811282,Reptile
Varanus olivaceus,Varanus,Varanidae,243.8696605,26652.349573,Reptile
Varanus ornatus,Varanus,Varanidae,238073.8215,3138990.110404,Reptile
Varanus palawanensis,Varanus,Varanidae,329.6275975,14545.918975,Reptile
Varanus panoptes,Varanus,Varanidae,382740.8427,2505020.883405,Reptile
Varanus pilbarensis,Varanus,Varanidae,0,115439.11166,Reptile
Varanus prasinus,Varanus,Varanidae,115108.0801,633974.609933,Reptile
Varanus primordius,Varanus,Varanidae,8456.981693,149207.443109,Reptile
Varanus rainerguentheri,Varanus,Varanidae,517.7035543,34461.577509,Reptile
Varanus rasmusseni,Varanus,Varanidae,47.27637858,2268.947831,Reptile
Varanus reisingeri,Varanus,Varanidae,21.24140793,2038.136281,Reptile
Varanus rosenbergi,Varanus,Varanidae,53650.47658,534939.63158,Reptile
Varanus rudicollis,Varanus,Varanidae,211651.0238,1398992.849578,Reptile
Varanus salvadorii,Varanus,Varanidae,107067.0431,463966.54337,Reptile
Varanus salvator,Varanus,Varanidae,827723.1344,4821092.719037,Reptile
Varanus samarensis,Varanus,Varanidae,169.6449973,22466.642885,Reptile
Varanus scalaris,Varanus,Varanidae,295518.0746,1205927.659415,Reptile
Varanus semiremex,Varanus,Varanidae,22772.50695,202412.026851,Reptile
Varanus similis,Varanus,Varanidae,9.304524719,2031.893024,Reptile
Varanus sparnus,Varanus,Varanidae,2556.863108,2581.514083,Reptile
Varanus spenceri,Varanus,Varanidae,155041.8109,700983.860277,Reptile
Varanus spinulosus,Varanus,Varanidae,150.3892249,4137.576594,Reptile
Varanus storri,Varanus,Varanidae,166239.4327,518413.651838,Reptile
Varanus telenesetes,Varanus,Varanidae,5.853281431,294.4928,Reptile
Varanus timorensis,Varanus,Varanidae,169.0762634,29419.533947,Reptile
Varanus togianus,Varanus,Varanidae,7507.438012,184110.677925,Reptile
Varanus tristis,Varanus,Varanidae,1939658.329,5958186.487477,Reptile
Varanus varius,Varanus,Varanidae,361260.3109,1219348.155626,Reptile
Varanus yemenensis,Varanus,Varanidae,24002.97403,94453.357478,Reptile
Varanus yuwonoi,Varanus,Varanidae,170.8484986,18114.30304,Reptile
Varanus zugorum,Varanus,Varanidae,93.42066969,17599.642912,Reptile
Varzea altamazonica,Varzea,Scincidae,130373.9807,682967.61864,Reptile
Varzea bistriata,Varzea,Scincidae,354794.2668,3464039.457005,Reptile
Vermicella annulata,Vermicella,Elapidae,926262.1207,2548491.598405,Reptile
Vermicella calonotus,Vermicella,Elapidae,189.3572662,35804.027837,Reptile
Vermicella intermedia,Vermicella,Elapidae,8753.793304,39497.486464,Reptile
Vermicella multifasciata,Vermicella,Elapidae,21064.47118,62510.703623,Reptile
Vermicella snelli,Vermicella,Elapidae,1148.784082,111715.612696,Reptile
Vermicella vermiformis,Vermicella,Elapidae,5177.856253,26460.716953,Reptile
Vhembelacerta rupicola,Vhembelacerta,Lacertidae,0,15435.230929,Reptile
Vietnascincus rugosus,Vietnascincus,Scincidae,0,226.086478,Reptile
Vijayachelys silvatica,Vijayachelys,Geoemydidae,4130.099941,56763.365968,Reptile
Vipera altaica,Vipera,Viperidae,0,9.996281,Reptile
Vipera anatolica,Vipera,Viperidae,0,90.056624,Reptile
Vipera aspis,Vipera,Viperidae,43791.47118,732288.349864,Reptile
Vipera barani,Vipera,Viperidae,168.5321742,33069.263577,Reptile
Vipera berus,Vipera,Viperidae,841690.1867,13423428.700479,Reptile
Vipera kaznakovi,Vipera,Viperidae,16098.72571,76654.4189,Reptile
Vipera latastei,Vipera,Viperidae,14775.95817,534969.821302,Reptile
Vipera magnifica,Vipera,Viperidae,0,804.187279,Reptile
Vipera monticola,Vipera,Viperidae,1717.266745,55360.260077,Reptile
Vipera orlovi,Vipera,Viperidae,102.2212424,1201.66109,Reptile
Vipera pontica,Vipera,Viperidae,0,106.401116,Reptile
Vipera seoanei,Vipera,Viperidae,414.489401,82888.674587,Reptile
Virginia valeriae,Virginia,Colubridae,55690.11531,1457825.573477,Reptile
Voeltzkowia fierinensis,Voeltzkowia,Scincidae,2601.903241,14647.722294,Reptile
Voeltzkowia lineata,Voeltzkowia,Scincidae,3779.060597,46947.849885,Reptile
Voeltzkowia mira,Voeltzkowia,Scincidae,430.9430842,5144.614814,Reptile
Voeltzkowia petiti,Voeltzkowia,Scincidae,60.44162994,1490.796911,Reptile
Voeltzkowia rubrocaudata,Voeltzkowia,Scincidae,13970.67207,64293.579032,Reptile
Walterinnesia aegyptia,Walterinnesia,Elapidae,34082.84092,211125.408237,Reptile
Woodworthia brunneus,Woodworthia,Diplodactylidae,1004.083056,9482.825307,Reptile
Woodworthia chrysosireticus,Woodworthia,Diplodactylidae,30.78835956,5209.439358,Reptile
Woodworthia maculatus,Woodworthia,Diplodactylidae,154.7921888,1913.640557,Reptile
Xantusia arizonae,Xantusia,Xantusiidae,177.4168994,783.961285,Reptile
Xantusia bezyi,Xantusia,Xantusiidae,233.175702,4891.216019,Reptile
Xantusia bolsonae,Xantusia,Xantusiidae,0,58.586259,Reptile
Xantusia extorris,Xantusia,Xantusiidae,0,889.336917,Reptile
Xantusia gilberti,Xantusia,Xantusiidae,0,929.651188,Reptile
Xantusia gracilis,Xantusia,Xantusiidae,0,39.780583,Reptile
Xantusia henshawi,Xantusia,Xantusiidae,277.5441544,25813.939223,Reptile
Xantusia jaycolei,Xantusia,Xantusiidae,0,9.996281,Reptile
Xantusia riversiana,Xantusia,Xantusiidae,0,208.077696,Reptile
Xantusia sanchezi,Xantusia,Xantusiidae,0,975.338249,Reptile
Xantusia sherbrookei,Xantusia,Xantusiidae,0,19.992561,Reptile
Xantusia sierrae,Xantusia,Xantusiidae,44.29761943,953.869474,Reptile
Xantusia vigilis,Xantusia,Xantusiidae,97238.20708,254886.491157,Reptile
Xantusia wigginsi,Xantusia,Xantusiidae,8327.606434,63749.007833,Reptile
Xenagama batillifera,Xenagama,Agamidae,13393.59144,52711.899763,Reptile
Xenagama taylori,Xenagama,Agamidae,17678.49782,52458.176325,Reptile
Xenagama wilmsi,Xenagama,Agamidae,7658.788928,17607.239302,Reptile
Xenagama zonura,Xenagama,Agamidae,1487.995882,96394.557614,Reptile
Xenelaphis ellipsifer,Xenelaphis,Colubridae,109948.3842,720917.583362,Reptile
Xenelaphis hexagonotus,Xenelaphis,Colubridae,230958.8731,1475407.198813,Reptile
Xenocalamus bicolor,Xenocalamus,Lamprophiidae,417431.9082,2926549.984567,Reptile
Xenocalamus mechowii,Xenocalamus,Lamprophiidae,245307.5619,2456932.159422,Reptile
Xenocalamus michellii,Xenocalamus,Lamprophiidae,1424.549264,164277.540581,Reptile
Xenocalamus sabiensis,Xenocalamus,Lamprophiidae,39456.16403,73938.771633,Reptile
Xenocalamus transvaalensis,Xenocalamus,Lamprophiidae,3578.864736,54041.241213,Reptile
Xenochrophis asperrimus,Xenochrophis,Colubridae,4094.63299,63331.480735,Reptile
Xenochrophis bellula,Xenochrophis,Colubridae,46136.19042,116556.305705,Reptile
Xenochrophis cerasogaster,Xenochrophis,Colubridae,592178.1736,983384.131905,Reptile
Xenochrophis flavipunctatus,Xenochrophis,Colubridae,364370.9133,2438511.945475,Reptile
Xenochrophis maculatus,Xenochrophis,Colubridae,208574.4935,1340331.846791,Reptile
Xenochrophis melanzostus,Xenochrophis,Colubridae,21254.44127,131612.021932,Reptile
Xenochrophis piscator,Xenochrophis,Colubridae,1602331.755,4271096.041587,Reptile
Xenochrophis punctulatus,Xenochrophis,Colubridae,23405.72341,37448.423187,Reptile
Xenochrophis sanctijohannis,Xenochrophis,Colubridae,143845.5124,338498.607142,Reptile
Xenochrophis schnurrenbergeri,Xenochrophis,Colubridae,343273.0984,661269.657862,Reptile
Xenochrophis trianguligerus,Xenochrophis,Colubridae,315864.616,2040608.967271,Reptile
Xenochrophis tytleri,Xenochrophis,Colubridae,0,7577.01736,Reptile
Xenochrophis vittatus,Xenochrophis,Colubridae,106417.1361,576626.8051,Reptile
Xenodermus javanicus,Xenodermus,Xenodermidae,228430.575,1459086.247329,Reptile
Xenodon dorbignyi,Xenodon,Colubridae,1177996.088,1886668.646855,Reptile
Xenodon guentheri,Xenodon,Colubridae,0,89585.260424,Reptile
Xenodon histricus,Xenodon,Colubridae,8654.199349,912076.260991,Reptile
Xenodon matogrossensis,Xenodon,Colubridae,150187.8028,263948.131369,Reptile
Xenodon merremi,Xenodon,Colubridae,1577424.633,6667046.812995,Reptile
Xenodon nattereri,Xenodon,Colubridae,264388.9514,2355108.28507,Reptile
Xenodon neuwiedii,Xenodon,Colubridae,132700.8766,1924505.311733,Reptile
Xenodon pulcher,Xenodon,Colubridae,43974.60875,68522.99148,Reptile
Xenodon rabdocephalus,Xenodon,Colubridae,1161325.18,9340232.286906,Reptile
Xenodon semicinctus,Xenodon,Colubridae,1498297.443,2068424.779442,Reptile
Xenodon severus,Xenodon,Colubridae,1054104.698,8521480.795191,Reptile
Xenodon werneri,Xenodon,Colubridae,32.25231489,208413.282849,Reptile
Xenopeltis hainanensis,Xenopeltis,Xenopeltidae,42057.64036,594226.715731,Reptile
Xenopeltis unicolor,Xenopeltis,Xenopeltidae,592030.3146,4093369.175437,Reptile
Xenophidion acanthognathus,Xenophidion,Xenophidiidae,0,206.454988,Reptile
Xenophidion schaeferi,Xenophidion,Xenophidiidae,0,61.553871,Reptile
Xenopholis scalaris,Xenopholis,Colubridae,928584.3785,9874864.968321,Reptile
Xenopholis undulatus,Xenopholis,Colubridae,243278.8146,2618360.934539,Reptile
Xenopholis werdingorum,Xenopholis,Colubridae,89080.72418,430233.950003,Reptile
Xenosaurus agrenon,Xenosaurus,Xenosauridae,0,27817.664195,Reptile
Xenosaurus grandis,Xenosaurus,Xenosauridae,25847.27563,89892.954585,Reptile
Xenosaurus mendozai,Xenosaurus,Xenosauridae,58.62156705,3684.821448,Reptile
Xenosaurus newmanorum,Xenosaurus,Xenosauridae,0,679.334283,Reptile
Xenosaurus penai,Xenosaurus,Xenosauridae,0,115.669485,Reptile
Xenosaurus phalaroanthereon,Xenosaurus,Xenosauridae,0,51.135622,Reptile
Xenosaurus platyceps,Xenosaurus,Xenosauridae,228.5453285,3593.366883,Reptile
Xenosaurus rackhami,Xenosaurus,Xenosauridae,0,7989.45577,Reptile
Xenosaurus rectocollaris,Xenosaurus,Xenosauridae,0,174.12147,Reptile
Xenosaurus tzacualtipantecus,Xenosaurus,Xenosauridae,50.46339211,4855.681542,Reptile
Xenotyphlops grandidieri,Xenotyphlops,Xenotyphlopidae,0,48.118505,Reptile
Xerotyphlops etheridgei,Xerotyphlops,Typhlopidae,635.1644089,3088.223867,Reptile
Xerotyphlops socotranus,Xerotyphlops,Typhlopidae,0,3622.541989,Reptile
Xerotyphlops wilsoni,Xerotyphlops,Typhlopidae,9.921811135,525.187953,Reptile
Xyelodontophis uluguruensis,Xyelodontophis,Colubridae,0,758.380451,Reptile
Xylophis captaini,Xylophis,Xenodermidae,0.085969657,4328.457956,Reptile
Xylophis perroteti,Xylophis,Xenodermidae,4153.195132,40243.447982,Reptile
Xylophis stenorhynchus,Xylophis,Xenodermidae,5839.249702,38182.618354,Reptile
Zamenis lineatus,Zamenis,Colubridae,2138.167811,79556.763959,Reptile
Zamenis situla,Zamenis,Colubridae,20611.94666,390116.582417,Reptile
Zonosaurus aeneus,Zonosaurus,Gerrhosauridae,27.61493579,90793.50455,Reptile
Zonosaurus anelanelany,Zonosaurus,Gerrhosauridae,63.77281289,6527.735115,Reptile
Zonosaurus bemaraha,Zonosaurus,Gerrhosauridae,0,1750.986093,Reptile
Zonosaurus boettgeri,Zonosaurus,Gerrhosauridae,1311.125372,18393.104589,Reptile
Zonosaurus brygooi,Zonosaurus,Gerrhosauridae,768.5276091,30820.638836,Reptile
Zonosaurus haraldmeieri,Zonosaurus,Gerrhosauridae,240.4228171,3006.583799,Reptile
Zonosaurus karsteni,Zonosaurus,Gerrhosauridae,3300.777247,13812.835064,Reptile
Zonosaurus laticaudatus,Zonosaurus,Gerrhosauridae,21912.24678,184348.026464,Reptile
Zonosaurus madagascariensis,Zonosaurus,Gerrhosauridae,28067.60033,591350.153325,Reptile
Zonosaurus maramaintso,Zonosaurus,Gerrhosauridae,0,9.996281,Reptile
Zonosaurus maximus,Zonosaurus,Gerrhosauridae,1404.658234,21833.304939,Reptile
Zonosaurus ornatus,Zonosaurus,Gerrhosauridae,184.9942751,51717.616003,Reptile
Zonosaurus quadrilineatus,Zonosaurus,Gerrhosauridae,319.1037123,3306.262116,Reptile
Zonosaurus rufipes,Zonosaurus,Gerrhosauridae,1456.906992,23349.228675,Reptile
Zonosaurus subunicolor,Zonosaurus,Gerrhosauridae,110.1647038,2928.825018,Reptile
Zonosaurus trilineatus,Zonosaurus,Gerrhosauridae,770.1022629,21746.751051,Reptile
Zonosaurus tsingy,Zonosaurus,Gerrhosauridae,891.8315737,5695.709208,Reptile
Zygaspis dolichomenta,Zygaspis,Amphisbaenidae,3618.590304,4681.578636,Reptile
Zygaspis ferox,Zygaspis,Amphisbaenidae,2203.557557,34749.526176,Reptile
Zygaspis kafuensis,Zygaspis,Amphisbaenidae,3862.766605,20768.529566,Reptile
Zygaspis nigra,Zygaspis,Amphisbaenidae,84576.96904,503245.920513,Reptile
Zygaspis quadrifrons,Zygaspis,Amphisbaenidae,497592.7997,3372414.515645,Reptile
Zygaspis vandami,Zygaspis,Amphisbaenidae,74941.31951,173038.326527,Reptile
Zygaspis violacea,Zygaspis,Amphisbaenidae,37802.40326,65953.899731,Reptile
Ablepharus bivittatus,Ablepharus,Scincidae,223910.5595,743135.019043,Reptile
Ablepharus chernovi,Ablepharus,Scincidae,13486.91499,204469.288646,Reptile
Ablepharus deserti,Ablepharus,Scincidae,347367.3334,812576.700039,Reptile
Ablepharus lindbergi,Ablepharus,Scincidae,2149.946897,12764.860838,Reptile
Ablepharus pannonicus,Ablepharus,Scincidae,948502.3335,2587249.944498,Reptile
Acanthodactylus boskianus,Acanthodactylus,Lacertidae,5251660.262,15822325.677936,Reptile
Acanthodactylus grandis,Acanthodactylus,Lacertidae,216465.6595,951179.13382,Reptile
Acanthodactylus hardyi,Acanthodactylus,Lacertidae,158054.4601,647410.992173,Reptile
Acanthodactylus nilsoni,Acanthodactylus,Lacertidae,2.716425013,778.312063,Reptile
Acanthodactylus orientalis,Acanthodactylus,Lacertidae,80120.67376,300436.348526,Reptile
Acanthodactylus scutellatus,Acanthodactylus,Lacertidae,3455907.945,9997860.607624,Reptile
Agamura persica,Agamura,Gekkonidae,754671.4417,1508748.296216,Reptile
Alsophylax laevis,Alsophylax,Gekkonidae,89299.41209,140963.154926,Reptile
Alsophylax loricatus,Alsophylax,Gekkonidae,72396.29234,152883.058776,Reptile
Alsophylax pipiens,Alsophylax,Gekkonidae,1285307.385,2916437.73652,Reptile
Alsophylax szczerbaki,Alsophylax,Gekkonidae,13828.49028,13854.259144,Reptile
Anguis colchica,Anguis,Anguidae,349925.861,4769782.626066,Reptile
Apathya cappadocica,Apathya,Lacertidae,23980.60148,324403.695198,Reptile
Asaccus andersoni,Asaccus,Phyllodactylidae,0,9.996281,Reptile
Asaccus elisae,Asaccus,Phyllodactylidae,120260.5216,322777.702504,Reptile
Asaccus griseonotus,Asaccus,Phyllodactylidae,19181.76598,75261.933549,Reptile
Asaccus kermanshahensis,Asaccus,Phyllodactylidae,116.1591256,2239.924157,Reptile
Asaccus kurdistanensis,Asaccus,Phyllodactylidae,0,743.852611,Reptile
Asaccus nasrullahi,Asaccus,Phyllodactylidae,0,9173.50598,Reptile
Asaccus saffinae,Asaccus,Phyllodactylidae,0,9.996281,Reptile
Blanus strauchi,Blanus,Blanidae,12475.65587,232479.188439,Reptile
Boiga trigonata,Boiga,Colubridae,2120866.468,5711834.391192,Reptile
Bunopus crassicauda,Bunopus,Gekkonidae,176943.6157,232392.156234,Reptile
Bunopus tuberculatus,Bunopus,Gekkonidae,1490256.396,3890673.100594,Reptile
Coronella austriaca,Coronella,Colubridae,736625.3892,6548179.888612,Reptile
Crossobamon eversmanni,Crossobamon,Gekkonidae,764368.7174,1577900.550549,Reptile
Cyrtopodion scabrum,Cyrtopodion,Gekkonidae,1643316.983,4231840.439884,Reptile
Darevskia alpina,Darevskia,Lacertidae,11540.84499,85664.489739,Reptile
Darevskia armeniaca,Darevskia,Lacertidae,9167.922498,101851.214496,Reptile
Darevskia bendimahiensis,Darevskia,Lacertidae,403.3219947,7887.800713,Reptile
Darevskia caspica,Darevskia,Lacertidae,3449.771588,14830.607651,Reptile
Darevskia caucasica,Darevskia,Lacertidae,8017.791963,163631.176222,Reptile
Darevskia chlorogaster,Darevskia,Lacertidae,42984.09393,154652.915289,Reptile
Darevskia daghestanica,Darevskia,Lacertidae,16278.45771,91982.470651,Reptile
Darevskia dahli,Darevskia,Lacertidae,1066.726129,33079.648595,Reptile
Darevskia defilippii,Darevskia,Lacertidae,35101.48421,111063.765733,Reptile
Darevskia derjugini,Darevskia,Lacertidae,2569.841525,149780.050854,Reptile
Darevskia dryada,Darevskia,Lacertidae,568.8011053,63155.029482,Reptile
Darevskia kamii,Darevskia,Lacertidae,4108.548658,15898.88287,Reptile
Darevskia kopetdaghica,Darevskia,Lacertidae,1634.353751,6461.365266,Reptile
Darevskia mixta,Darevskia,Lacertidae,42.55959903,43245.529616,Reptile
Darevskia parvula,Darevskia,Lacertidae,2140.044007,99316.05117,Reptile
Darevskia portschinskii,Darevskia,Lacertidae,632.1295567,32133.86183,Reptile
Darevskia praticola,Darevskia,Lacertidae,41987.80337,227250.90477,Reptile
Darevskia raddei,Darevskia,Lacertidae,18964.3639,212535.212558,Reptile
Darevskia rostombekowi,Darevskia,Lacertidae,483.954704,16660.02098,Reptile
Darevskia rudis,Darevskia,Lacertidae,16355.0625,250383.460806,Reptile
Darevskia saxicola,Darevskia,Lacertidae,19890.52397,91925.39885,Reptile
Darevskia schaekeli,Darevskia,Lacertidae,1430.556675,16166.743677,Reptile
Darevskia steineri,Darevskia,Lacertidae,50.35432221,917.02742,Reptile
Darevskia unisexualis,Darevskia,Lacertidae,2043.198625,36113.822522,Reptile
Darevskia valentini,Darevskia,Lacertidae,9090.318926,264682.590431,Reptile
Dolichophis caspius,Dolichophis,Colubridae,369497.2961,1093484.616227,Reptile
Dolichophis jugularis,Dolichophis,Colubridae,56749.75135,658395.731037,Reptile
Dolichophis schmidti,Dolichophis,Colubridae,176655.574,879782.382816,Reptile
Echis carinatus,Echis,Viperidae,2406048.818,5552164.646536,Reptile
Eirenis collaris,Eirenis,Colubridae,139665.7564,346906.572141,Reptile
Eirenis coronelloides,Eirenis,Colubridae,46583.97114,190632.271173,Reptile
Eirenis hakkariensis,Eirenis,Colubridae,0,596.746353,Reptile
Eirenis medus,Eirenis,Colubridae,81763.85606,182186.36939,Reptile
Eirenis modestus,Eirenis,Colubridae,177611.6512,1243665.431691,Reptile
Eirenis persicus,Eirenis,Colubridae,662682.9093,1575806.605895,Reptile
Eirenis punctatolineatus,Eirenis,Colubridae,142880.0638,642380.70884,Reptile
Elaphe dione,Elaphe,Colubridae,4620753.718,14534508.529042,Reptile
Elaphe sauromates,Elaphe,Colubridae,582397.0208,2072911.392085,Reptile
Emys orbicularis,Emys,Emydidae,1092119.483,7776138.055438,Reptile
Eremias andersoni,Eremias,Lacertidae,2120.559525,2360.263902,Reptile
Eremias arguta,Eremias,Lacertidae,1392235.548,4694802.755971,Reptile
Eremias fasciata,Eremias,Lacertidae,477501.1127,725982.882537,Reptile
Eremias grammica,Eremias,Lacertidae,1021261.111,1825950.452692,Reptile
Eremias intermedia,Eremias,Lacertidae,1019793.773,1882275.917569,Reptile
Eremias kavirensis,Eremias,Lacertidae,307.1278673,312.526928,Reptile
Eremias lineolata,Eremias,Lacertidae,736090.6695,1093100.476706,Reptile
Eremias montana,Eremias,Lacertidae,12.09835202,6831.743428,Reptile
Eremias nigrocellata,Eremias,Lacertidae,86605.61175,199855.811338,Reptile
Eremias papenfussi,Eremias,Lacertidae,0,19.992561,Reptile
Eremias persica,Eremias,Lacertidae,673358.7541,1374594.512486,Reptile
Eremias pleskei,Eremias,Lacertidae,6458.257013,72410.251671,Reptile
Eremias regeli,Eremias,Lacertidae,48181.22681,238142.621898,Reptile
Eremias scripta,Eremias,Lacertidae,836397.669,1653696.792479,Reptile
Eremias strauchi,Eremias,Lacertidae,95687.04778,364824.528997,Reptile
Eremias suphani,Eremias,Lacertidae,2781.32877,20149.53113,Reptile
Eremias velox,Eremias,Lacertidae,2092528.633,4555734.498523,Reptile
Eryx elegans,Eryx,Erycidae,516652.4332,1206537.366484,Reptile
Eryx jaculus,Eryx,Erycidae,759160.8067,2461414.963631,Reptile
Eryx johnii,Eryx,Erycidae,1724881.948,4453582.352343,Reptile
Eryx miliaris,Eryx,Erycidae,3193408.995,7544719.234508,Reptile
Eryx tataricus,Eryx,Erycidae,2319488.505,4320488.30347,Reptile
Eublepharis angramainyu,Eublepharis,Eublepharidae,20129.19613,116048.02239,Reptile
Eublepharis turcmenicus,Eublepharis,Eublepharidae,29889.60118,62304.708568,Reptile
Eumeces blythianus,Eumeces,Scincidae,301616.7643,1017717.554367,Reptile
Eumeces schneideri,Eumeces,Scincidae,1039962.178,3002800.180365,Reptile
Eurylepis taeniolata,Eurylepis,Scincidae,867477.6897,1705150.925416,Reptile
Gloydius halys,Gloydius,Viperidae,1331926.502,6240027.29524,Reptile
Gloydius intermedius,Gloydius,Viperidae,1618448.147,7636716.244143,Reptile
Hemidactylus persicus,Hemidactylus,Gekkonidae,414126.4204,1150210.218898,Reptile
Hemidactylus robustus,Hemidactylus,Gekkonidae,562641.2778,2634681.065822,Reptile
Hemidactylus turcicus,Hemidactylus,Gekkonidae,396281.9851,2425842.708999,Reptile
Hemorrhois nummifer,Hemorrhois,Colubridae,73451.054,557180.316443,Reptile
Hemorrhois ravergieri,Hemorrhois,Colubridae,3453726.899,8966716.862785,Reptile
Iranolacerta brandtii,Iranolacerta,Lacertidae,8328.165424,99048.403435,Reptile
Lacerta agilis,Lacerta,Lacertidae,1329269.178,11228400.441095,Reptile
Lacerta media,Lacerta,Lacertidae,129738.4353,1180712.263325,Reptile
Lacerta strigata,Lacerta,Lacertidae,116276.8327,435276.730017,Reptile
Laudakia nupta,Laudakia,Agamidae,583134.2025,1405712.502836,Reptile
