FID,id_no,binomial,presence,origin,seasonal,compiler,yrcompiled,citation,subspecies,subpop,source,island,tax_comm,dist_comm,generalisd,legend,kingdom,phylum,class,order_,family,genus,category,marine,terrestial,freshwater,SHAPE_Leng,SHAPE_Area
1981,57734,Asterophrys eurydactyla,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Asterophrys,DD,false,true,false,1.792903853,0.140420058
1982,59220,Bradytriton silus,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bradytriton,EN,false,true,false,1.280982127,0.021719283
1983,55172,Ranitomeya amazonica,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ranitomeya,DD,false,true,false,3.216462449,0.790881994
1984,59140,Bolitoglossa biseriata,1,1,1,Louise Hobin,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,LC,false,true,false,1.395144403,0.022376731
1985,59140,Bolitoglossa biseriata,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,LC,false,true,false,0.425978027,0.005304545
1986,59140,Bolitoglossa biseriata,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,LC,false,true,false,40.60910597,9.208436315
1987,59140,Bolitoglossa biseriata,6,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Presence Uncertain,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,LC,false,true,false,1.000052978,0.059544644
1988,56945,Pristimantis sanctaemartae,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,NT,false,true,true,5.281286732,0.357888824
1989,58418,Nanorana arnoldi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Nanorana,NT,false,true,true,9.03740563,1.603046516
1990,58822,Raorchestes beddomii,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,NT,false,true,false,0.757042465,0.043457862
1991,59198,Bolitoglossa ramosi,1,1,1,Erin McGrew,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,NT,false,true,false,8.302364064,0.597618105
1992,61921,Gegeneophis madhavai,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Bhatta and Srinivasa, 2004", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,INDOTYPHLIDAE,Gegeneophis,DD,false,true,false,0.100129754,0.00079782
1993,59375,Pseudoeurycea conanti,1,1,1,"IUCN, Paulina Arias Caballero-CONABIO",2014,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad).", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Pseudoeurycea,EN,false,true,false,0.386701654,0.003965535
1994,89113424,Pulchrana grandocula,1,1,1,Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pulchrana,LC,false,true,true,6.882875737,0.461568524
1995,89113424,Pulchrana grandocula,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pulchrana,LC,false,true,true,2.815343673,0.101813331
1996,89113424,Pulchrana grandocula,1,1,1,IUCN,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pulchrana,LC,false,true,true,12.48154386,0.800630376
1997,55730,Litoria leucova,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) and Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,LC,false,true,true,1.254936268,0.057809536
1998,55730,Litoria leucova,6,1,1,Lauren Warr,2020,IUCN (International Union for Conservation of Nature) and Conservation International, , , , , , ,0,Presence Uncertain,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,LC,false,true,true,4.114058611,0.576802403
1999,55730,Litoria leucova,1,1,1,Lauren Warr,2020,IUCN (International Union for Conservation of Nature) and Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,LC,false,true,true,1.356769223,0.10796602
2000,57941,Sphenophryne brevicrus,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Sphenophryne,LC,false,true,false,4.440812184,0.186925186
2001,151283808,Eleutherodactylus erendirae,1,1,1,Sean Lyon,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , ,Grünwald et al. 2018, , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,EN,false,true,false,0.099689338,0.000790808
2002,151283808,Eleutherodactylus erendirae,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,EN,false,true,false,0.115397495,0.001059665
2003,136057,Nectophrynoides laticeps,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Nectophrynoides,CR,false,true,false,0.141827071,0.001403804
2004,186165,Raorchestes marki,1,1,1,Aina Pascual Cuadras,2011,IUCN (International Union for Conservation of Nature) and Conservation International., , ,"Biju and Bossuyt, 2009", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,CR,false,true,false,0.227465403,0.002058323
2005,55470,Dendropsophus ebraccatus,1,1,1,Paulina Arias Caballero-CONABIO,2019,"Conservation International, IUCN (International Union for the Conservation of Nature) & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , ,"IUCN (International Union for Conservation of Nature), CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Dendropsophus,LC,false,true,true,1.657868542,0.150444746
2006,55470,Dendropsophus ebraccatus,1,1,1,IUCN,2019,"Conservation International, IUCN (International Union for the Conservation of Nature) & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , ,IUCN (International Union for Conservation of Nature) & Conservation International., , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Dendropsophus,LC,false,true,true,88.96236945,19.14697841
2007,59353,Plethodon sequoyah,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,DD,false,true,false,0.385395023,0.006191235
2008,54976,Sachatamia orejuela,1,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Sachatamia,LC,false,true,true,10.90360216,1.016138298
2009,56473,Eleutherodactylus bresslerae,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,CR,false,true,false,0.226425237,0.001287488
2010,58129,Phrynobatrachus ogoensis,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHRYNOBATRACHIDAE,Phrynobatrachus,DD,false,true,true,1.300419301,0.083391557
2011,56854,Pristimantis philipi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,DD,false,true,false,0.316925299,0.002440145
2012,14872,Notophthalmus perstriatus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"NatureServe, 2005", , ,National Element Occurrence Database,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Notophthalmus,NT,false,true,true,19.31564391,5.657604228
2013,7147,Eleutherodactylus semipalmatus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,CR,false,true,true,1.805042119,0.092428822
2014,57102,Hylodes uai,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLODIDAE,Hylodes,DD,false,true,true,1.608238231,0.151179176
2015,135751,Pristimantis ornatus,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,EN,false,true,false,0.907794769,0.042213418
2016,56425,Eleutherodactylus antillensis,1,1,1,IUCN,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,LC,false,true,false,6.352872896,0.762155018
2017,56425,Eleutherodactylus antillensis,1,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,LC,false,true,false,3.716622188,0.03885601
2018,56425,Eleutherodactylus antillensis,1,3,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant & Introduced (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,LC,false,true,false,0.258077155,0.002542179
2019,7142,Eleutherodactylus jasperi,4,1,1,Daniel Davila,2020,IUCN (International Union for Conservation of Nature), , , , , , ,0,Possibly Extinct,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,CR,false,true,false,0.668522494,0.00107897
2020,89187170,Chirixalus trilaksonoi,1,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Chirixalus,EN,false,true,false,0.216923107,0.001875433
2021,136010,Oedipina tomasi,1,1,1,Louise Hobin,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"McCranie, 2006", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,CR,false,true,false,0.365790761,0.002360319
2022,56967,Pristimantis simoterus,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,NT,false,true,false,3.299825946,0.090808202
2023,56274,Leptopelis oryi,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Leptopelis,LC,false,true,true,8.316602503,2.868559035
2024,54810,Dendrophryniscus stawiarskyi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Dendrophryniscus,DD,false,true,false,0.253463235,0.005112214
2025,56371,Cycloramphus izecksohni,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CYCLORAMPHIDAE,Cycloramphus,DD,false,true,true,2.497051216,0.243062478
2026,58772,Strongylopus springbokensis,1,1,1,Evie J Morris,2013,IUCN (International Union for Conservation of Nature) and Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Strongylopus,LC,false,true,true,6.97349916,0.832301918
2027,54563,Atelopus zeteki,5,1,1,Brian Gratwicke,2018,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extinct,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,CR,false,true,true,0.878020004,0.047705922
2028,69039559,Hyperolius castaneus,1,1,1,Jennifer Luedtke,2014,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,LC,false,true,true,14.51695316,1.405383611
2029,56259,Leptopelis jordani,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & South African Frog Re-assessment Group (SA-FRoG)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Leptopelis,DD,false,true,true,0.402150304,0.0068782
2030,58625,Rana japonica,1,1,1,IUCN,2020,IUCN (International Union for Conservation of Nature), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Rana,LC,false,true,true,5.689049847,0.11915843
2031,58625,Rana japonica,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature), , ,Matsui and Maeda 2018,Iki Island, , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Rana,LC,false,true,true,0.824318468,0.013239357
2032,58625,Rana japonica,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Rana,LC,false,true,true,52.39052599,4.071732468
2033,58625,Rana japonica,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , , ,0,Extant & Introduced (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Rana,LC,false,true,true,0.377589643,0.006982459
2034,58625,Rana japonica,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature), , ,Matsui and Maeda 2018, , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Rana,LC,false,true,true,72.83841428,19.38743852
2035,190496,Gastrotheca flamma,1,1,1,Philip Bowles,2010,IUCN (International Union for Conservation of Nature) and Conservation International., , ,Nunes et al 2010, , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HEMIPHRACTIDAE,Gastrotheca,DD,false,true,false,0.11716608,0.001063837
2036,58990,Zhangixalus dulitensis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Zhangixalus,LC,false,true,true,2.429636993,0.458800621
2037,58990,Zhangixalus dulitensis,1,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Zhangixalus,LC,false,true,true,8.747353176,1.496709247
2038,58990,Zhangixalus dulitensis,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Zhangixalus,LC,false,true,true,4.649760105,0.646080971
2039,61906,Isthmura boneti,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , ,"Alvarez and Martín, 1967", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Isthmura,EN,false,true,false,2.611356597,0.347365067
2040,56535,Pristimantis cruentus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,LC,false,true,false,36.60319627,6.128041983
2041,54422,Astylosternus perreti,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Astylosternus,EN,false,true,true,0.911498165,0.033124284
2042,54422,Astylosternus perreti,1,1,1,Louise Hobin,2016,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Astylosternus,EN,false,true,true,0.101727029,0.000823468
2043,76317611,Hyperolius dartevellei,1,1,1,Jennifer Luedtke,2017,International Union for Conservation of Nature (IUCN) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,LC,false,true,true,64.27878638,123.8388181
2044,78531031,Paramesotriton qixilingensis,1,1,1,Xie Feng,2014,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Paramesotriton,VU,false,true,true,0.773640908,0.047628497
2045,59002,Rhacophorus margaritifer,1,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Rhacophorus,LC,false,true,true,0.678024366,0.008089566
2046,59002,Rhacophorus margaritifer,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Rhacophorus,LC,false,true,true,7.008169329,0.76173244
