FID,id_no,binomial,presence,origin,seasonal,compiler,yrcompiled,citation,subspecies,subpop,source,island,tax_comm,dist_comm,generalisd,legend,kingdom,phylum,class,order_,family,genus,category,marine,terrestial,freshwater,SHAPE_Leng,SHAPE_Area
1888,152342322,Cophixalus cateae,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Cophixalus,LC,false,true,false,0.704243168,0.018374247
1889,87633071,Incilius macrocristatus,1,1,1,Kelsey Neam,2019,IUCN (International Union for Conservation of Nature), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Incilius,NT,false,true,true,6.77533193,0.78859798
1890,194311,Dendrotriton kekchiorum,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Dendrotriton,CR,false,true,false,0.194265067,0.001065913
1891,59270,Eurycea multiplicata,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Blackburn et al., 2001", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,LC,false,true,true,32.91315669,13.59864902
1892,114139483,Pristimantis leopardus,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,VU,false,true,false,0.186308933,0.001627301
1893,59438,Rhyacotriton variegatus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Blackburn et al., 2001", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,RHYACOTRITONIDAE,Rhyacotriton,LC,false,true,true,34.77852149,5.212779164
1894,56968,Eleutherodactylus simulans,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,EN,false,true,true,0.089409405,0.000636129
1895,29430,Dendropsophus amicorum,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for the Conservation of Nature), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Dendropsophus,CR,false,true,true,0.133398005,0.000649288
1896,16794889,Hyperolius nitidulus,1,1,1,Louise Hobin,2016,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,LC,false,true,true,106.6689614,259.7654631
1897,56383,Dischidodactylus duidensis,1,1,1,Grisel Velasquez,2019,"IUCN (International Union for Conservation of Nature), Conservation International, Natureserve.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Dischidodactylus,NT,false,true,false,7.725184155,0.038237478
1898,29470,Eleutherodactylus tonyi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,CR,false,true,false,0.25034662,0.001662422
1899,57802,Ctenophryne minor,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Ctenophryne,DD,false,true,true,0.112189718,0.001001571
1900,55163,Allobates vanzolinius,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,DD,false,true,true,11.93663275,7.553438583
1901,55611,Boana prasina,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,LC,false,true,true,27.12702259,22.25797759
1902,58876,Philautus namdaphaensis,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Philautus,DD,false,true,false,1.529743071,0.084638102
1903,55985,Scinax parkeri,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Scinax,LC,false,true,true,30.11635144,31.00795148
1904,56805,Ischnocnema octavioi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BRACHYCEPHALIDAE,Ischnocnema,LC,false,true,false,8.649708113,0.796552259
1905,56118,Hyperolius bobirensis,1,1,1,Jennifer Luedtke,2016,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,VU,false,true,true,1.240658117,0.045908362
1906,56118,Hyperolius bobirensis,1,1,1,Louise Hobin,2016,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,VU,false,true,true,0.991090258,0.017247377
1907,58745,Odorrana versabilis,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) and Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Odorrana,LC,false,true,true,23.21993122,16.94202053
1908,58324,Lankanectes corrugatus,1,1,1,Lauren Warr,2020,IUCN (International Union for Conservation of Nature) and Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Lankanectes,NT,false,true,true,8.274300988,0.796402507
1909,41070,Litoria cultripes,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,LC,false,true,true,28.33938771,34.32172861
1910,56667,Pristimantis incertus,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for the Conservation of Nature), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,LC,false,true,false,13.8882728,0.371876008
1911,57169,Leptodactylus syphax,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,LC,false,true,true,75.59746044,254.5889274
1912,55458,Dendropsophus cruzi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Dendropsophus,LC,false,true,true,28.8237633,31.96840832
1913,59278,Eurycea waterlooensis,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , ,"Barton Springs, Zilker Park, Austin, Texas.",0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,VU,false,false,true,0.079808503,0.000506848
1914,55540,Hyloscirtus lindae,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,LC,false,true,true,66.28869087,3.416765451
1915,59076,Amphiuma tridactylum,1,1,1,Nieves Garcia,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,Blackburn et al.  2001, , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMPHIUMIDAE,Amphiuma,LC,false,true,true,92.00275558,45.92576991
1916,149667851,Hynobius setoi,1,1,1,Janice Chanson,2020,IUCN (International Union for the Conservation of Nature), , ,Matsui et al. 2019, , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,EN,false,true,true,4.440392158,0.273839896
1917,136135,Salamandrina perspicillata,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Salamandrina,LC,false,true,true,17.44751905,8.149627365
1918,57337,Telmatobius edaphonastes,4,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Possibly Extinct,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,CR,false,true,true,1.872221553,0.083182811
1919,56663,Pristimantis illotus,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,NT,false,true,false,4.36777316,0.235316401
1920,74621734,Nyctimystes cheesmani,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODRYADIDAE,Nyctimystes,LC,false,true,true,0.509770769,0.018408292
1921,74621734,Nyctimystes cheesmani,6,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Presence Uncertain,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODRYADIDAE,Nyctimystes,LC,false,true,true,8.555587954,1.284705663
1922,54926,Centrolene medemi,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,EN,false,true,true,2.771479401,0.165216764
1923,54391,Arthroleptis variabilis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,LC,false,true,false,80.9636975,107.7587892
1924,54391,Arthroleptis variabilis,6,1,1,Louise Hobin,2016,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Presence Uncertain,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,LC,false,true,false,28.92886316,25.52529925
1925,89108544,Rana coreana,1,1,1,Amael Borzee,2018,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Rana,LC,false,true,true,64.02527309,15.22999618
1926,41036,Litoria littlejohni,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,LC,false,true,true,40.17531492,8.248850877
1927,88095502,Limnonectes cintalubang,1,1,1,Louise Hobin,2018,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Limnonectes,EN,false,true,false,0.20134635,0.001612989
1928,58900,Pseudophilautus schmarda,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Pseudophilautus,EN,false,true,false,1.465126258,0.053560084
1929,56098,Heterixalus betsileo,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Heterixalus,LC,false,true,true,13.08994258,9.171073195
1930,76230264,Barygenys apodasta,1,1,1,Steve Best & Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Barygenys,VU,false,true,false,2.573087709,0.072563621
1931,79075338,Cynops fudingensis,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Cynops,CR,false,true,true,0.089624157,0.000639178
1932,202528,Arthroleptis anotis,1,1,1,Ariadne Angulo,2012,International Union for Conservation of Nature (IUCN) and Conservation International (CI)., , ,"Loader et al., 2011", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,DD,false,true,false,0.060510846,0.00029136
1933,56180,Hyperolius picturatus,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,LC,false,true,true,32.01159289,25.52925691
1934,56196,Hyperolius rhizophilus,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & South African Frog Re-assessment Group (SA-FRoG)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,DD,false,true,true,0.181815385,0.002630525
1935,57764,Chiasmocleis ventrimaculata,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Chiasmocleis,LC,false,true,true,59.96518386,52.31636028
1936,18435652,Oreobates barituensis,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,NT,false,true,false,7.289533426,1.060662938
1937,136167,Allobates granti,1,1,1,IUCN,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,LC,false,true,false,7.730218996,2.698996576
1938,136167,Allobates granti,6,1,1,Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Presence Uncertain,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,LC,false,true,false,0.649541363,0.015832311
1939,55871,Plectrohyla avia,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Plectrohyla,EN,false,true,true,2.937430266,0.08703926
1940,135913,Scinax camposseabrai,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Scinax,DD,false,true,true,8.318369592,1.822501757
1941,56672,Eleutherodactylus inoptatus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,LC,false,true,false,26.80004306,4.109316479
1942,78585243,Rhacophorus laoshan,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Rhacophorus,DD,false,true,false,0.10808808,0.000929674
1943,79128013,Rana neba,1,1,1,Janice Chanson,2020,IUCN (International Union for the Conservation of Nature), , ,Eto et al. 2016, , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Rana,LC,false,true,true,3.665278778,0.8097713
1944,56557,Pristimantis devillei,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,EN,false,true,false,1.205661619,0.02314312
1945,58964,Zhangixalus puerensis,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Zhangixalus,DD,false,true,true,0.193276704,0.002972611
1946,57163,Leptodactylus riveroi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,LC,false,true,true,41.5326622,68.01292918
1947,57105,Oreobates quixensis,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,LC,false,true,false,42.62020231,120.5930574
1948,59627,Ichthyophis monochrous,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis,DD,false,true,true,1.887946895,0.112206867
1949,56120,Hyperolius bopeleti,1,1,1,IUCN & Louise Hobin,2016,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,VU,false,true,true,5.536561145,0.50816736
1950,55731,Litoria longicrus,6,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Presence Uncertain,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,DD,false,true,true,0.756442382,0.045533477
1951,55731,Litoria longicrus,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,DD,false,true,true,1.031203397,0.042626067
1952,58063,Arthroleptella villiersi,1,1,1,Evie J Morris,2013,IUCN (International Union for Conservation of Nature) and Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Arthroleptella,LC,false,true,true,4.555861205,0.555702868
1953,58008,Stumpffia gimmeli,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Stumpffia,LC,false,true,false,6.618289013,0.678335683
1954,58008,Stumpffia gimmeli,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN), , ,protectedplanet.net, , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Stumpffia,LC,false,true,false,0.821232515,0.018848568
1955,58073,Cacosternum striatum,1,1,1,Evie J Morris,2013,IUCN (International Union for Conservation of Nature) and Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Cacosternum,LC,false,true,true,10.21818613,3.51846027
1956,54993,Centrolene solitaria,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,EN,false,true,true,1.566802064,0.027425005
1957,54825,Melanophryniscus orejasmirandai,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Melanophryniscus,VU,false,true,true,0.497824051,0.019721088
1958,57673,Hamptophryne alios,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Hamptophryne,DD,false,true,true,2.594073344,0.222491472
1959,55142,Anomaloglossus roraima,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,EN,false,true,false,0.961708253,0.020275246
1960,56688,Eleutherodactylus jugans,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,CR,false,true,false,1.720021368,0.101103931
1961,55566,Rheohyla miotympanum,1,1,1,Paulina Arias Caballero-Conabio,2014,"IUCN (International Union for Conservation of Nature), CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Rheohyla,LC,false,true,true,20.77815632,2.20612756
1962,59528,Caecilia subnigricans,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,CAECILIIDAE,Caecilia,LC,false,true,false,48.16471776,17.63602238
1963,55996,Scinax squalirostris,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Scinax,LC,false,true,true,113.6565787,206.6404238
1964,61894,Hynobius guabangshanensis,1,1,1,Jie Wang,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,CR,false,true,true,0.123507723,0.001207836
1965,54587,Rhinella bergi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella,LC,false,true,true,37.32470714,46.39606031
1966,48100370,Theloderma nebulosum,1,1,1,Timothy Cutajar,2014,International Union for Conservation of Nature (IUCN), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Theloderma,EN,false,true,false,1.688160755,0.059530078
1967,58124,Phrynobatrachus mababiensis,1,1,1,IUCN,2014,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHRYNOBATRACHIDAE,Phrynobatrachus,LC,false,true,true,144.6825857,367.1427857
1968,54557,Atelopus subornatus,4,1,1,Louise Hobin,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Possibly Extinct,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,CR,false,true,true,1.104393661,0.050276565
1969,39421,Bufo verrucosissimus,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufo,NT,false,true,true,39.11005241,5.699669165
1970,55930,Ololygon ariadne,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Ololygon,DD,false,true,true,3.98932083,0.086195175
1971,55811,Osteopilus septentrionalis,1,1,1,Kelsey Neam,2020,IUCN (International Union for Conservation of Nature), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteopilus,LC,false,true,true,62.60499084,10.21303538
1972,55811,Osteopilus septentrionalis,1,3,1,Kelsey Neam,2020,IUCN (International Union for Conservation of Nature), , , , , , ,0,Extant & Introduced (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteopilus,LC,false,true,true,112.8889895,14.88197705
1973,55811,Osteopilus septentrionalis,1,3,1,IUCN,2020,IUCN (International Union for Conservation of Nature), , ,"McKoewn, 1996",Oahu, , ,0,Extant & Introduced (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteopilus,LC,false,true,true,0.702270156,0.018981633
1974,78516799,Hynobius glacialis,1,1,1,Jie Wang,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,CR,false,true,true,0.334313555,0.008862359
1975,56792,Niceforonia nigrovittata,1,1,1,Diego Cisneros-Heredia and Ana Nicole Acosta,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Niceforonia,LC,false,true,false,185.1122041,76.67335695
1976,57351,Telmatobius necopinus,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,DD,false,true,true,0.102950317,0.000843393
1977,57634,Megophrys caudoprocta,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,EN,false,true,true,0.105597962,0.000887331
1978,57634,Megophrys caudoprocta,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,EN,false,true,true,1.077972763,0.092468686
1979,55427,Hyloscirtus callipeza,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,VU,false,true,true,3.007477561,0.192482058
1980,56420,Pristimantis angustilineatus,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,EN,false,true,false,2.305872779,0.060477509
