OBJECTID,id_no,binomial,orig_area_km2,final_area_km2
2259,18149,Prionailurus rubiginosus,2415721.0485364362,648384.28245326632
2260,18150,Prionailurus viverrinus,235685.34094141409,153396.5937200739
2261,18230,Procapra przewalskii,1076.2993262802711,616.3041128472737
2262,18231,Procapra picticaudata,2394407.512394079,332941.53083637462
2263,18232,Procapra gutturosa,715734.40485789895,166556.2248500149
2264,18245,Procolobus verus,412556.46928859211,14767.553426178991
2265,18248,Piliocolobus waldroni,84714.127853998958,2586.871285867564
2266,18250,Piliocolobus bouvieri,19915.915914597648,12358.64266504636
2267,18252,Piliocolobus foai,1939.011417444922,0.35196843896986241
2268,18255,Piliocolobus oustaleti,424137.54878261912,68483.817542962526
2269,18256,Piliocolobus tephrosceles,3893.2510908654071,236.37519668524831
2270,18257,Piliocolobus tholloni,498477.93970532721,63348.89752385865
2271,18261,Piliocolobus langi,50125.944177529163,37.545332249623527
2272,18267,Procyon pygmaeus,488.35400568120428,487.66140397155192
2273,18272,Trinomys albispinus,70212.937598366305,779.9918681783447
2274,18275,Proechimys brevicauda,1460771.5665833941,340823.88040986587
2275,18276,Proechimys canicollis,32608.533784693918,12528.47997319666
2276,18277,Proechimys guyannensis,1497165.4087430451,61308.421471836256
2277,18278,Proechimys chrysaeolus,36745.968289610501,3947.9402482711548
2278,18279,Proechimys cuvieri,3499959.96910707,232552.65368628781
2279,18280,Proechimys decumanus,65536.787566386454,9384.9723429839978
2280,18281,Trinomys dimidiatus,63998.905406757272,3702.802496425209
2281,18282,Proechimys goeldii,1029631.64121707,49992.33717260421
2282,18284,Proechimys guairae,329803.73385035072,113988.1192989566
2283,18288,Trinomys iheringi,702316.06197993213,10615.098550072969
2284,18289,Proechimys longicaudatus,1349001.9911621141,433159.23247745732
2285,18293,Proechimys oconnelli,22757.249785337779,3749.1028265646469
2286,18294,Proechimys roberti,1702894.277580234,175730.58098433691
2287,18296,Proechimys quadruplicatus,1498627.7008386559,41323.630627848746
2288,18297,Proechimys semispinosus,348115.07840196491,36845.110834958177
2289,18298,Trinomys setosus,414943.55617937288,9687.1973143628838
2290,18299,Proechimys simonsi,1934966.535773888,362091.60896464117
2291,18300,Proechimys steerei,1677770.1519642081,102672.1905125526
2292,18301,Proechimys trinitatis,19256.574289631091,2694.6650394713229
2293,18306,Caracal aurata,4129634.6126894741,212469.4418072456
2294,18341,Promops nasutus,8028955.2434165468,1769925.160849222
2295,18352,Propithecus tattersalli,1772.868895476757,1.8988227954963981
2296,18354,Propithecus verreauxi,30758.391968863889,4710.6171304572981
2297,18355,Propithecus coquereli,7389.6601685205269,108.46140952679841
2298,18356,Propithecus coronatus,45223.344276139243,502.58634995612391
2299,18357,Propithecus deckenii,25611.744698643452,2509.7866649697048
2300,18364,Prosciurillus murinus,67497.56492788883,1916.4327697222809
2301,18365,Prosciurillus weberi,1824.083082744417,1193.7387041419611
2302,18372,Proteles cristata,5997406.3941711858,905064.52057147562
2303,18385,Protoxerus aubinnii,134473.57531416751,0.21649842216260001
2304,18386,Protoxerus stangeri,3388904.7322655092,285052.63663220592
2305,18418,Psammomys obesus,2314489.755978643,454063.42110841512
2306,18419,Psammomys vexillaris,135317.12452215879,56047.025536346962
2307,18447,Pseudantechinus mimulus,3092.0321466917612,47.750180869474363
2308,18492,Pseudocheirus occidentalis,18010.181620100491,186.1501710739939
2309,18503,Pseudochirops albertisii,25738.243652421879,19.822377939408511
2310,18505,Pseudochirops cupreus,197718.23067061251,25.298432271224382
2311,18507,Pseudochirulus caroli,37922.43967835787,470.9805748680896
2312,18549,Pseudomys fieldi,92.995444547830587,20.8429671456358
2313,18550,Pseudomys fumeus,16696.42254367629,424.58901343274908
2314,18552,Pseudomys novaehollandiae,89951.158222205748,2086.2703295970118
2315,18555,Pseudomys pilligaensis,6939.0820839168928,3988.889097009092
2316,18557,Pseudomys shortridgei,32077.584806268769,3362.433821101843
2317,18558,Pseudomys albocinereus,221532.55948650869,731.48618190304103
2318,18559,Pseudomys apodemoides,35941.226927049007,33804.113234900877
2319,18561,Pseudomys delicatulus,1834748.999204359,365338.00233475951
2320,18562,Pseudomys desertor,5158423.9833220067,1868269.8669903991
2321,18563,Mastacomys fuscus,65310.24139655762,158.14230620375761
2322,18565,Pseudomys gracilicaudatus,337648.25836174842,23747.468015855
2323,18566,Pseudomys hermannsburgensis,3846766.0040036798,1374327.320891096
2324,18567,Pseudomys higginsi,64548.418829116577,269.26467983738308
2325,18568,Pseudomys johnsoni,766500.65026954759,155011.0838981402
2326,18570,Pseudomys nanus,1006875.139270451,228913.19981740371
2327,18571,Pseudomys patrius,404381.55446090712,13333.01887805998
2328,18596,Pseudorca crassidens,193994401.59463289,40618194.964014009
2329,18598,Pseudoryzomys simplex,3116905.037250712,792266.94953294692
2330,18653,Ptenochirus jagori,271017.14362425782,16587.333431046081
2331,18654,Ptenochirus minor,118793.7632539105,3419.5062270343919
2332,18656,Pteralopex anceps,8736.5022122601204,59.775974558873003
2333,18657,Pteralopex atrata,5153.5533605027331,95.178255140665101
2334,18701,Pteromys momonga,168651.11925722819,4482.8377778360036
2335,18702,Pteromys volans,13738429.404254509,388793.91275035258
2336,18703,Pteromyscus pulverulentus,393215.11870310223,23718.852372384899
2337,18705,Pteronotus davyi,3461625.502378806,577071.87859800167
2338,18706,Pteronotus gymnonotus,3202579.2601984972,657838.25996541313
2339,18707,Pteronotus macleayii,119896.67577736601,51934.501375755863
2340,18709,Pteronotus personatus,4747311.1352150207,717805.49565844273
2341,18710,Pteronotus quadridens,200546.19193011359,58026.269574463629
2342,18711,Pteronura brasiliensis,6630556.446782263,674602.38135083811
2343,18713,Pteropus admiralitatum,75834.560489927753,1189.440416602522
2344,18715,Pteropus alecto,1426724.323286704,295428.54943458282
2345,18716,Pteropus anetianus,11890.489612789601,1306.001930167389
2346,18719,Pteropus caniceps,22506.982254737621,271.13798067590392
2347,18721,Pteropus conspicillatus,219522.5599657475,34770.253519186866
2348,18722,Pteropus dasymallus,2890.6689611103739,150.23564628398219
2349,18723,Pteropus faunulus,602.9693945372336,115.7230265467151
2350,18724,Pteropus fundatus,379.79355179349352,28.896217378403161
2351,18725,Pteropus giganteus,4002526.619847659,1547277.201008267
2352,18727,Pteropus griseus,222132.8135612566,7744.8719470930237
2353,18729,Pteropus hypomelanus,524208.38584100548,26156.85921771112
2354,18731,Desmalopex leucopterus,52582.904114927267,4648.8642279572578
2355,18733,Pteropus lombocensis,65888.593804556775,820.82599874655989
2356,18734,Pteropus lylei,106823.6832359938,74507.708884518303
2357,18735,Pteropus macrotis,619527.82853700314,114141.8675988708
2358,18736,Pteropus mahaganus,12629.992783751361,395.01242930443368
2359,18739,Pteropus melanopogon,31588.24052662653,402.97533943995359
2360,18740,Pteropus melanotus,7219.3944076760536,409.17559444123401
2361,18742,Pteropus neohibernicus,672586.52599916724,114456.5368733014
2362,18744,Pteropus nitendiensis,563.67551209234171,187.6717841515804
2363,18745,Pteropus ocularis,26749.18439815423,330.95867574256562
2364,18746,Pteropus ornatus,17983.231144520589,268.1671681766727
2365,18747,Pteropus personatus,25277.049426042609,343.04500374185352
2366,18750,Pteropus pohlei,2597.564409641685,107.3197670763692
2367,18751,Pteropus poliocephalus,249361.68825943,8065.9631843057568
2368,18752,Pteropus pselaphon,71.810152143927525,18.225801593011649
2369,18753,Pteropus pumilus,57993.642249034667,2704.1815117969309
2370,18754,Pteropus rayneri,30622.522108906589,787.57163703719766
2371,18756,Pteropus rufus,185389.1668088992,1046.668619452239
2372,18757,Pteropus samoensis,20144.57960225478,332.42157394381132
2373,18758,Pteropus scapulatus,3033322.518579456,944785.07453945512
2374,18759,Pteropus seychellensis,2730.908952846115,36.079515631324242
2375,18760,Pteropus speciosus,3657.4881234580398,146.97657486654771
2376,18762,Pteropus temminckii,26749.127120255918,330.98431387321722
2377,18763,Pteropus tokudae,557.97864001339269,14.599587883868381
2378,18764,Pteropus tonganus,57838.606983094767,1705.2988950175111
2379,18765,Pteropus tuberculatus,281.25259481073772,70.968504852265696
2380,18766,Pteropus vampyrus,1940602.366361493,323610.79021276342
2381,18767,Pteropus vetulus,16532.64038500626,260.40090981961953
2382,18769,Pteropus woodfordi,13702.955446176509,355.53000535871701
2383,18773,Pteropus loochoensis,1204.5953511063869,67.720276522406792
2384,18848,Pudu puda,166428.86985620469,1335.2293232585359
2385,18868,Puma concolor,22658748.175694641,3902289.7112533618
2386,18880,Punomys lemminus,47834.91184554909,4804.4824472839828
2387,18942,Pygeretmus platyurus,926940.38970949838,134584.48711912689
2388,18943,Pygeretmus pumilio,3430986.056505674,1598975.2239455029
2389,18944,Pygeretmus zhitkovi,103046.6426592223,45774.777469443266
2390,18945,Pygoderma bilabiatum,2957227.08701541,304313.37520156539
2391,19306,Raphicerus melanotis,160982.1273984806,3409.2490564182581
2392,19307,Raphicerus sharpei,2462558.3463116582,401416.2371791437
2393,19308,Raphicerus campestris,4047884.457180324,559387.22202982346
2394,19319,Rattus tawitawiensis,396.30194054982002,20.496959030730999
2395,19320,Rattus adustus,399.96501929722552,23.555186822557449
2396,19321,Rattus annandalei,124977.97071463399,19861.637238319479
2397,19322,Rattus argentiventer,2183639.0460025561,369617.34162575402
2398,19324,Rattus bontanus,2674.2020735709079,0.14248226335746361
2399,19325,Rattus burrus,1123.8014165788959,109.4235622305149
2400,19326,Rattus colletti,86050.334791001602,28265.205106022451
2401,19327,Rattus elaphinus,4062.507742351308,38.212834395964848
2402,19328,Rattus enganus,399.96501929722552,23.555186822557449
2403,19329,Rattus everetti,241325.76702973401,14547.946537319969
2404,19330,Rattus exulans,4966623.2615112513,724404.70705152734
2405,19331,Rattus feliceus,17400.276794735179,182.85887018616461
2406,19333,Rattus fuscipes,486829.51241176488,23560.112615517879
2407,19335,Rattus hoffmanni,168758.23731868371,6942.4117226270437
2408,19337,Rattus jobiensis,5155.6694925701649,137.39917665786501
2409,19338,Rattus koopmani,2348.9275467207781,36.528543146124008
2410,19340,Rattus leucopus,365107.84564582299,92309.404036336855
2411,19341,Rattus losea,2038575.9490210819,331951.50874763471
2412,19342,Rattus lugens,6004.2607382318702,315.35663477390278
2413,19343,Rattus lutreolus,260809.77725261441,18401.652620100129
2414,19345,Rattus marmosurus,93655.453591935293,2520.4755375044329
2415,19349,Rattus mordax,51171.980218810822,972.14772250256033
2416,19350,Rattus morotaiensis,22281.507658300688,266.42183108838788
2417,19352,Rattus nitidus,3665215.4067637199,239836.75637146761
2418,19353,Rattus norvegicus,19191380.874236949,1635352.9172160139
2419,19356,Rattus palmarum,1092.555383643022,67.748375141095579
2420,19357,Rattus pelurus,2348.9275467207781,36.528543146124008
2421,19358,Rattus praetor,310738.7353985089,31075.54699637074
2422,19359,Rattus ranjiniae,55.873444186225143,30.446450710837951
2423,19360,Rattus rattus,28245118.26642308,5042093.1119492734
2424,19361,Rattus andamanensis,1745463.443920956,67345.228328062003
2425,19362,Rattus simalurensis,1831.204899872276,127.8013881822215
2426,19363,Rattus sordidus,258348.05808450191,45170.877269845107
2427,19364,Rattus steini,234791.32635986051,3229.6051210158148
2428,19365,Rattus stoicus,261.76620436486888,5.0101848295719158
2429,19366,Rattus tanezumi,9717357.2043350656,1674181.1391833429
2430,19368,Rattus tiomanicus,1495112.000549797,235218.1380910349
2431,19369,Rattus tunneyi,762406.72998481232,92455.181781598818
2432,19370,Rattus pyctoris,1958618.7058604171,230581.92805507741
2433,19371,Rattus villosissimus,2154551.945150028,903087.63991108781
2434,19372,Rattus xanthurus,15866.834851482099,91.525700662945326
2435,19376,Ratufa affinis,1335698.496408866,211733.06124263359
2436,19377,Ratufa bicolor,2557007.6620533331,323568.19042282942
2437,19378,Ratufa indica,355286.4754395549,16622.126501105351
2438,19381,Ratufa macroura,29502.677905788049,509.52535774897228
2439,19390,Redunca arundinum,4764552.333050468,598717.95273568248
2440,19391,Redunca fulvorufula,1044828.223132534,75958.922997778529
2441,19392,Redunca redunca,5901367.1461164672,980210.50714052096
2442,19399,Reithrodon auritus,1191477.7423129349,460501.66495285928
2443,19401,Reithrodontomys raviventris,971.42216424020774,685.98220985827129
2444,19402,Reithrodontomys brevirostris,20839.930296687769,409.46614258599669
2445,19403,Reithrodontomys burti,89253.094651460953,34560.725966630991
2446,19404,Reithrodontomys chrysopsis,53814.462945990803,2656.7837797366942
2447,19406,Reithrodontomys darienensis,43586.614083523476,1768.700338967983
2448,19407,Reithrodontomys fulvescens,2632418.2422160869,377668.92570505227
2449,19408,Reithrodontomys gracilis,325034.36258735327,81193.903682526012
2450,19409,Reithrodontomys hirsutus,9699.6745383769776,53.821115894195067
2451,19410,Reithrodontomys megalotis,5116739.3015503054,654282.62271599611
2452,19411,Reithrodontomys mexicanus,540059.15342501295,13981.299669707571
2453,19412,Reithrodontomys microdon,77650.551287229449,2964.750346915388
2454,19413,Reithrodontomys montanus,1846908.300606916,153712.9717212723
2455,19416,Reithrodontomys spectabilis,488.27541443441532,487.58846092127828
2456,19417,Reithrodontomys sumichrasti,328551.44856696721,3286.0326363628451
2457,19418,Reithrodontomys tenuirostris,14141.28043932028,10.59834971824397
2458,19419,Reithrodontomys zacatecae,211204.13637250429,3441.8337611645329
2459,19454,Rhagomys rufescens,343739.71431247483,8189.5828787328956
2460,19474,Rheithrosciurus macrotis,732598.5293665654,104464.60357461229
2461,19484,Rheomys mexicanus,4250.0827033308442,729.9107810693788
2462,19495,Rhinoceros sondaicus,125954.9092269949,20821.540794447341
2463,19496,Rhinoceros unicornis,551653.74935092358,315270.3171179432
2464,19515,Rhinolophus blasii,3410523.5083619058,802027.74933540216
2465,19516,Rhinolophus euryale,2992802.0160303642,292281.84572145471
2466,19517,Rhinolophus ferrumequinum,9746921.3101205081,1744359.18348724
2467,19518,Rhinolophus hipposideros,6258797.9092757767,753901.70467161341
2468,19519,Rhinolophus mehelyi,1977521.6726157351,220503.1771833598
2469,19520,Rhinolophus acuminatus,1135310.327500192,275226.00622096012
2470,19522,Rhinolophus affinis,5506390.8671894697,736361.70263253083
2471,19523,Rhinolophus alcyone,2858775.0891766972,215007.73351255711
2472,19525,Rhinolophus arcuatus,352721.12069564022,16972.20594510929
2473,19526,Rhinolophus bocharicus,924943.90574015118,477473.87336500018
2474,19527,Rhinolophus borneensis,1426753.5632513119,228388.41843217259
2475,19528,Rhinolophus canuti,5696.4603139990641,72.12464113368388
2476,19529,Rhinolophus capensis,242680.98818158059,10064.342389187739
2477,19530,Rhinolophus celebensis,308233.82379143737,28070.535589627259
2478,19531,Rhinolophus clivosus,3659956.9082242111,390500.0580940675
2479,19532,Rhinolophus coelophyllus,426064.69233625458,82411.264606525016
2480,19533,Rhinolophus cognatus,3077.319245380098,208.90582971615819
2481,19535,Rhinolophus creaghi,161690.45577484311,15525.434800040281
2482,19537,Rhinolophus deckenii,187332.2940016012,36434.264540031669
2483,19538,Rhinolophus denti,1703321.546053529,141489.66331646201
2484,19539,Rhinolophus eloquens,711902.82419704541,152996.822955282
2485,19541,Rhinolophus fumigatus,8362735.4583256356,995673.24737712566
2486,19542,Rhinolophus guineensis,213318.92948738419,3170.4504725987749
2487,19545,Rhinolophus inops,226651.9564267958,14788.80497074808
2488,19546,Rhinolophus landeri,12121548.532204529,1601189.8067261991
2489,19547,Rhinolophus lepidus,3508955.1128678168,901554.72893788072
2490,19548,Rhinolophus luctus,5655425.7884556549,638985.78364200785
2491,19549,Rhinolophus maclaudi,8188.3008676305153,6.0107063092998301
2492,19550,Rhinolophus macrotis,2405782.0270756572,97972.063978757098
2493,19551,Rhinolophus malayanus,1922229.187608856,292620.10783054709
2494,19552,Rhinolophus marshalli,714384.49133233808,65501.582832688888
2495,19553,Rhinolophus megaphyllus,876484.09266698384,40624.334193048373
2496,19556,Rhinolophus nereis,1538.1902838089641,49.010615227322511
2497,19557,Rhinolophus osgoodi,769589.36140059878,14771.067021036401
2498,19558,Rhinolophus paradoxolophus,421909.31261471228,43557.349385503701
2499,19559,Rhinolophus pearsonii,3176319.3125553168,196262.20400548671
2500,19560,Rhinolophus philippinensis,247494.093625913,17653.687209462369
2501,19562,Rhinolophus rex,1749089.49732472,43003.49041575985
2502,19564,Rhinolophus rufus,34730.280371365108,3489.504958485833
2503,19565,Rhinolophus sedulus,805436.94699541619,112052.1122435976
2504,19566,Rhinolophus shameli,580945.59845612268,134678.9789947274
2505,19567,Rhinolophus silvestris,136273.34260906861,193.31960758804499
2506,19568,Rhinolophus simulator,1911303.3268416489,274466.51947394188
2507,19570,Rhinolophus subbadius,76252.772289002649,27476.83533712546
2508,19571,Rhinolophus subrufus,217835.51236270199,14222.9096148769
2509,19572,Rhinolophus swinnyi,1347775.278010383,156949.29750362199
2510,19573,Rhinolophus thomasi,1408338.003705546,116664.5345664082
2511,19574,Rhinolophus trifoliatus,1344635.052641134,220919.92515344921
2512,19575,Rhinolophus virgo,269684.68390620308,16543.254989213619
2513,19576,Rhinolophus yunanensis,401254.62545905373,7432.8444974431704
2514,19577,Rhinolophus keyensis,53599.182332045479,623.15225570674409
2515,19589,Rhinonicteris aurantia,747415.43889285438,95318.661996275667
2516,19591,Rhinophylla alethina,125702.27415170761,7111.1638464921289
2517,19592,Rhinophylla fischerae,4564323.5281343888,277112.08403015469
2518,19593,Rhinophylla pumilio,8332744.3817318454,718646.98982893769
2519,19596,Rhinopithecus roxellana,250603.60204148709,7278.6302676234263
2520,19600,Rhinopoma microphyllum,7150648.8414420057,2713302.3573091882
2521,19601,Rhinopoma macinnesi,3280279.409296304,615484.65735914151
2522,19602,Rhinopoma muscatellum,580193.49788190715,182863.89122758721
2523,19605,Rhipidomys austrinus,138615.49397304771,9299.1785241313064
2524,19606,Rhipidomys caucensis,51116.171178116369,2543.0464890395219
2525,19607,Rhipidomys couesi,144557.9853933987,43125.439904221254
2526,19608,Rhipidomys fulviventer,52004.126349899409,959.10763236908758
2527,19609,Rhipidomys latimanus,157709.77817823421,3894.290814160363
2528,19610,Rhipidomys leucodactylus,4401984.1605417039,270954.24282662442
2529,19611,Rhipidomys macconnelli,189756.6846127217,225.79115517499869
2530,19612,Rhipidomys mastacalis,634027.37806257815,11088.162936894771
2531,19616,Rhipidomys venezuelae,172682.87574315729,22901.938364306741
2532,19645,Rhizomys pruinosus,2359135.0287036742,89220.213412957863
2533,19646,Rhizomys sinensis,2057162.697685885,55372.687998401037
2534,19647,Rhizomys sumatrensis,1372316.061671695,133240.55313488279
2535,19679,Baeodon alleni,261935.2612182477,12004.777807708209
2536,19681,Baeodon gracilis,178188.14756456891,1004.597811887763
2537,19682,Rhogeessa minutilla,663867.20607880759,245558.39233847961
2538,19683,Rhogeessa mira,3345.6705521437898,9.219406257045426
2539,19684,Rhogeessa parvula,448881.71692513389,48056.280341381709
2540,19685,Rhogeessa tumida,462266.24395471421,66909.369771434009
2541,19686,Rhombomys opimus,4587504.6536412165,2427141.071297063
2542,19705,Rhynchocyon chrysopygus,3574.3297073520712,494.33634241150412
2543,19708,Rhynchocyon petersi,31086.315568174581,4113.4983981464766
2544,19709,Rhynchocyon cirnei,1130867.6840202149,28684.935342110079
2545,19710,Rhyncholestes raphanurus,41000.3087959896,358.29391207361198
2546,19714,Rhynchonycteris naso,11506933.096091671,1255226.9092610381
2547,19749,Boneia bidens,154150.0427865845,3777.2437167793869
2548,19750,Rousettus madagascariensis,292748.27137748711,18463.578073993151
2549,19751,Rousettus spinalatus,71651.955574915075,2117.9657135539319
2550,19754,Rousettus amplexicaudatus,4281494.2892909143,645877.46608866868
2551,19755,Rousettus celebensis,181192.80055573941,7241.9478922715107
2552,19756,Rousettus leschenaultii,6764212.5870040851,1693489.531527736
2553,19758,Rousettus lanosus,209034.03375376339,7594.7102089389991
2554,19762,Rubrisciurus rubriventer,169893.7007002958,6982.6877557020998
2555,19799,Saccolaimus flaviventris,6050295.8266614946,2304344.8323044111
2556,19800,Saccolaimus mixtus,53568.294136698838,6346.056493422303
2557,19801,Saccolaimus peli,1959769.803454556,208669.30863950599
2558,19802,Saccolaimus saccolaimus,1930002.818823271,386005.97004657937
2559,19804,Saccopteryx bilineata,12631786.504325449,1403309.964860694
2560,19805,Saccopteryx canescens,6383205.9335943758,620378.19347200671
2561,19806,Saccopteryx gymnura,782115.71419034712,29314.51955027978
2562,19807,Saccopteryx leptura,12288578.237051589,1278066.1533203691
2563,19808,Saccostomus campestris,5347573.7364515364,730667.91498165415
2564,19809,Saccostomus mearnsi,667842.48139554355,180623.8942960203
2565,19819,Saguinus leucopus,56861.685630268054,4995.2755457227722
2566,19823,Saguinus oedipus,51980.789467183618,17038.857583080029
2567,19826,Leontocebus leucogenys,106102.8511238569,6252.585514881438
2568,19832,Saiga tatarica,749600.69913534902,299235.84771342599
2569,19836,Saimiri oerstedii,10599.15678351813,658.57840580217851
2570,19852,Salanoia concolor,18643.085697551222,531.37976791916276
2571,19863,Salpingotus crassicauda,1359236.8251317639,724367.57286452397
2572,19864,Salpingotus heptneri,14446.84310325811,14446.843102899389
2573,19865,Salpingotus kozlovi,1543358.2550573079,947217.34126655327
2574,19866,Salpingotulus michaelis,2228.410133337637,76.589906776203023
2575,19867,Salpingotus pallidus,55476.033647770273,29827.568089761251
2576,19945,Scapteromys tumidus,258564.7586496713,33829.720609847442
2577,19997,Sciurillus pusillus,1209565.3722964821,63354.650636273996
2578,19998,Sciurotamias davidianus,1329974.5317113111,64423.127756804577
2579,19999,Sciurotamias forresti,312520.86484637629,833.61422809728367
2580,20000,Sciurus anomalus,614409.56655956421,31858.748030592458
2581,20001,Sciurus deppei,695001.29785439558,109461.58166496
2582,20003,Sciurus aestuans,6940458.8844579663,486239.96278248797
2583,20004,Sciurus alleni,48936.184463916288,3489.9391163912728
2584,20005,Sciurus arizonensis,87239.605015322799,2317.2979605051978
2585,20006,Sciurus aureogaster,620610.95731046656,54287.39264789455
2586,20007,Sciurus colliaei,81301.847318223401,4774.1137753504936
2587,20008,Sciurus flammifer,45445.133942615459,1205.057700145642
2588,20009,Sciurus gilvigularis,1326365.1351369771,115510.5767539767
2589,20010,Sciurus granatensis,988541.23728386103,180217.8094738652
2590,20011,Sciurus griseus,376959.54372240638,40219.400276525121
2591,20012,Sciurus ignitus,2084215.7830918231,682585.67667173955
2592,20013,Sciurus igniventris,2711163.370309711,150030.6292776269
2593,20014,Sciurus lis,214979.70664875081,10680.90689688382
2594,20015,Sciurus nayaritensis,249138.59558996101,9225.8039531039904
2595,20016,Sciurus niger,4360503.46927715,291895.9124039117
2596,20017,Sciurus oculatus,101821.5672545038,5571.5152464613366
2597,20018,Sciurus pucheranii,238124.38498742619,3053.2550269473199
2598,20019,Sciurus pyrrhinus,148903.4194743651,639.04900853656932
2599,20020,Sciurus richmondi,22521.057741261051,1313.9064947468889
2600,20021,Sciurus sanborni,66856.142377101278,8843.6725355879771
2601,20022,Sciurus spadiceus,3247850.050719602,445518.61097176158
2602,20023,Sciurus stramineus,156432.90516004339,25068.887862282241
2603,20024,Sciurus variegatoides,392634.08982826938,44573.479779168541
2604,20025,Sciurus vulgaris,19900422.43545974,873121.6862804991
2605,20026,Sciurus yucatanensis,194218.5469667594,49970.332073090431
2606,20033,Scleronycteris ega,974268.96540753893,20163.619628743301
2607,20036,Scolomys melanops,100718.8653547266,145.32233271633251
2608,20037,Scolomys ucayalensis,197624.31172729071,505.34344548530322
2609,20052,Scotinomys teguina,129226.6304053427,362.92315697862921
2610,20054,Scotoecus albofuscus,3070685.783806636,487174.43903038767
2611,20055,Scotoecus hirundo,4915823.165469409,684631.59029958141
2612,20056,Scotoecus pallidus,187879.6135149817,126017.3841954143
2613,20058,Scotomanes ornatus,2690080.9474981939,155923.46881301599
2614,20059,Scotonycteris ophiodon,387472.80176280887,9131.7971975142646
2615,20065,Scotophilus celebensis,169338.9432780777,6942.4879610442013
2616,20066,Scotophilus dinganii,10950331.90193258,1306226.933168873
2617,20067,Scotophilus heathii,5778044.6103901891,1684049.0227086979
2618,20068,Scotophilus kuhlii,5207713.2415285651,958492.72230563534
2619,20069,Scotophilus leucogaster,5428091.3127291668,1074884.7397736439
2620,20070,Scotophilus nigrita,2195023.6456173989,236577.22000021889
2621,20071,Scotophilus nux,951652.98762149888,94997.188291782091
2622,20072,Scotophilus robustus,398682.72579262481,7330.4303498039608
2623,20073,Scotophilus viridis,4650424.2876554988,594223.35829149303
2624,20089,Sekeetamys calurus,200787.49154109819,12666.46554479605
2625,20102,Selevinia betpakdalaensis,148696.12529588101,51992.121550767042
2626,20165,Setonix brachyurus,18067.523451747518,158.53374829793239
2627,20184,Sicista betulina,6815728.8630392849,121550.4340629912
2628,20187,Sicista caudata,231138.8716559482,21377.133247867689
2629,20188,Sicista concolor,527750.54967136949,47107.098253271819
2630,20190,Sicista napaea,117904.6910823841,1.20342876764769
2631,20191,Sicista pseudonapaea,26717.87776974235,1394.9999819425011
2632,20192,Sicista severtzovi,350178.33127953898,7047.6355326246494
2633,20193,Sicista strandi,652606.21507817705,99393.655321666374
2634,20195,Sicista tianshanica,358956.52320014051,73161.150716136297
2635,20210,Sigmodon alstoni,840154.33059276815,240318.4920930216
2636,20211,Sigmodon arizonae,345243.19783313369,58310.992213768237
2637,20212,Sigmodon fulviventer,464181.72361455951,69631.453178244075
2638,20213,Sigmodon hispidus,2615493.3684521751,402864.05371349712
2639,20214,Sigmodon inopinatus,13693.22471518298,1.2110162188975619
2640,20215,Sigmodon leucotis,282559.28995374963,15253.0098787355
2641,20216,Sigmodon mascotensis,252530.69298739731,11639.847134104361
2642,20217,Sigmodon ochrognathus,464579.70636208862,82145.766092761522
2643,20218,Sigmodon peruanus,98147.840331727843,26091.651475200419
2644,20221,Sigmodontomys alfari,383741.27130639408,49261.569237313481
2645,20222,Tanyuromys aphrastus,36849.006134517731,2588.840721786773
2646,20229,Simias concolor,6004.4798567368443,316.1144598791625
2647,20290,Sminthopsis douglasi,47155.442363549337,29002.083892645569
2648,20293,Sminthopsis psammophila,7620.0006561996652,7.9343817492002149
2649,20295,Sminthopsis butleri,7067.2401251790016,139.42478438109299
2650,20296,Sminthopsis archeri,46750.448126296549,4435.9674586006377
2651,20297,Sminthopsis leucopus,96975.20789014452,3076.8579467787808
2652,20320,Atopogale cubana,1996.736488430347,52.934571914826137
2653,20321,Solenodon paradoxus,13314.03612379104,593.57418910963747
2654,20333,Solomys ponceleti,11785.13674822455,187.71840279112499
2655,20334,Solomys salamonis,44.462628674703943,6.10110414048523
2656,20335,Solomys salebrosus,11785.13674822455,187.71840279112499
2657,20336,Solomys sapientis,3824.6009426586038,177.4729468544547
2658,20384,Sorex cylindricauda,328366.09435632313,1372.379647633147
2659,20385,Sorex excelsus,200725.76159330411,318.09575540632028
2660,20388,Sorex leucogaster,2065.833807677272,42.118723988244902
2661,20390,Sorex jacksoni,4929.2981972823754,59.57840472222307
2662,20391,Sorex pribilofensis,116.8223907827728,22.482781163165129
2663,20392,Sorex macrodon,12781.99904465846,237.9929407151115
2664,20393,Sorex oreopolus,14769.50476673191,1274.9406400528569
2665,20396,Sorex arizonae,62194.519288040043,8105.8815744100257
2666,20397,Sorex milleri,11691.85858258579,607.25646818676887
2667,20411,Sorex samniticus,157738.66026490141,22060.530162500509
2668,20425,Sousa teuszii,175119.2852980406,153205.32875145681
2669,20427,Spalacopus cyanus,76136.52293028211,1337.027174733453
2670,20428,Spalax arenarius,2177.1063566062121,2026.0151064248751
2671,20429,Spalax giganteus,25403.56163625963,23707.089560876819
2672,20430,Spalax microphthalmus,718780.51877829002,55447.477721422649
2673,20468,Speothos venaticus,11389071.13834705,1275802.571663118
2674,20471,Spermophilopsis leptodactylus,1268535.00281317,839352.11612543615
2675,20472,Spermophilus citellus,432582.71096548229,135454.14296981701
2676,20474,Xerospermophilus mohavensis,22711.939377279141,16182.27736298667
