OBJECTID,FID_modeled_reptiles,Binomial,Group,Area (km2)
5813,7808,Ptyctolaemus gularis,lizard,39418.78954
5814,7811,Ptyodactylus guttatus,lizard,23766.60502
5815,7812,Ptyodactylus hasselquistii,lizard,373756.0154
5816,7813,Ptyodactylus homolepis,lizard,264.603765
5817,7815,Ptyodactylus oudrii,lizard,61476.41614
5818,7816,Ptyodactylus puiseuxi,lizard,1604.167945
5819,7817,Ptyodactylus ragazzii,lizard,835247.5178
5820,7818,Pygmaeascincus koshlandae,lizard,19.0415504
5821,7819,Pygmaeascincus sadlieri,lizard,4517.229218
5822,7820,Pygmaeascincus timlowi,lizard,16288.38065
5823,7821,Pygomeles braconnieri,lizard,1892.592071
5824,7822,Pygomeles petteri,lizard,0.165724291
5825,7823,Pygopus lepidopodus,lizard,399917.9927
5826,7824,Pygopus nigriceps,lizard,2289563.467
5827,7825,Pygopus robertsi,lizard,7752.580002
5828,7826,Pygopus schraderi,lizard,1033256.407
5829,7827,Pygopus steelescotti,lizard,67980.42605
5830,7828,Python anchietae,snake,59167.6955
5831,7829,Python bivittatus,snake,562116.6068
5832,7830,Python breitensteini,snake,104473.1044
5833,7831,Python brongersmai,snake,1176.852656
5834,7832,Python curtus,snake,5473.255763
5835,7834,Python molurus,snake,1084736.477
5836,7835,Python natalensis,snake,701226.9678
5837,7836,Python regius,snake,384426.5157
5838,7837,Python sebae,snake,1556624.286
5839,7838,Pythonodipsas carinata,snake,25859.04308
5840,7839,Pyxis arachnoides,turtle,7087.596637
5841,7840,Pyxis planicauda,turtle,3565.010703
5842,7841,Quedenfeldtia moerens,lizard,1036.093798
5843,7842,Quedenfeldtia trachyblepharus,lizard,319.7385204
5844,7843,Rabdion forsteni,snake,8.875569128
5845,7844,Raclitia indica,snake,685.9331143
5846,7845,Rafetus swinhoei,turtle,43517.14913
5847,7847,Ramphotyphlops acuticaudus,snake,22.53261646
5848,7849,Ramphotyphlops angusticeps,snake,201.4380003
5849,7850,Ramphotyphlops becki,snake,93.15881719
5850,7853,Ramphotyphlops cumingii,snake,3552.514948
5851,7854,Ramphotyphlops depressus,snake,1015.184665
5852,7856,Ramphotyphlops flaviventer,snake,196.7137226
5853,7858,Ramphotyphlops lineatus,snake,228852.5983
5854,7859,Ramphotyphlops lorenzi,snake,1.6176498
5855,7860,Ramphotyphlops mansuetus,snake,81.12048857
5856,7862,Ramphotyphlops multilineatus,snake,14742.98113
5857,7863,Ramphotyphlops olivaceus,snake,9635.89092
5858,7864,Ramphotyphlops similis,snake,84.29785092
5859,7865,Ramphotyphlops suluensis,snake,1.773584167
5860,7866,Ramphotyphlops supranasalis,snake,11.91278429
5861,7867,Ramphotyphlops willeyi,snake,103.3588053
5862,7868,Rankinia diemensis,lizard,4309.91197
5863,7869,Regina grahamii,snake,139052.746
5864,7870,Regina septemvittata,snake,3809.609786
5865,7871,Rena boettgeri,snake,327.6765772
5866,7873,Rena dissectus,snake,123125.4521
5867,7874,Rena dulcis,snake,131182.2316
5868,7875,Rena humilis,snake,311921.9025
5869,7877,Rena myopica,snake,11769.33788
5870,7878,Rena unguirostris,snake,31308.95796
5871,7881,Rhabdophis angeli,snake,77.7976052
5872,7882,Rhabdophis auriculata,snake,3038.959624
5873,7884,Rhabdophis callichroma,snake,3622.586435
5874,7885,Rhabdophis callistus,snake,39.21728663
5875,7886,Rhabdophis chrysargoides,snake,8069.562037
5876,7887,Rhabdophis chrysargos,snake,513091.1554
5877,7888,Rhabdophis conspicillatus,snake,208923.1614
5878,7889,Rhabdophis guangdongensis,snake,2.246771129
5879,7890,Rhabdophis himalayanus,snake,95749.19347
5880,7891,Rhabdophis leonardi,snake,318.0957554
5881,7892,Rhabdophis lineatus,snake,2923.568286
5882,7893,Rhabdophis murudensis,snake,16237.08524
5883,7894,Rhabdophis nigrocinctus,snake,178131.7903
5884,7895,Rhabdophis nuchalis,snake,15496.74245
5885,7896,Rhabdophis spilogaster,snake,42.96383316
5886,7897,Rhabdophis subminiatus,snake,801158.9387
5887,7898,Rhabdophis swinhonis,snake,4391.694227
5888,7899,Rhabdophis tigrinus,snake,1020963.347
5889,7900,Rhabdops bicolor,snake,39089.64262
5890,7902,Rhachidelus brazili,snake,333581.6291
5891,7903,Rhachisaurus brachylepis,lizard,6269.034985
5892,7904,Rhacodactylus auriculatus,lizard,185.139381
5893,7905,Rhacodactylus leachianus,lizard,188.6415493
5894,7906,Rhacodactylus trachycephalus,lizard,0.534799269
5895,7907,Rhacodactylus trachyrhynchus,lizard,28.24034476
5896,7911,Rhadinaea decorata,snake,20735.68585
5897,7912,Rhadinaea flavilata,snake,41191.88436
5898,7913,Rhadinaea forbesi,snake,125.9423748
5899,7915,Rhadinaea gaigeae,snake,9.996280637
5900,7916,Rhadinaea hesperia,snake,12662.57982
5901,7917,Rhadinaea laureata,snake,2130.139075
5902,7927,Rhadinaea taeniata,snake,3753.332485
5903,7931,Rhadinella godmani,snake,407.1108372
5904,7935,Rhadinella kinkelini,snake,699.2457513
5905,7937,Rhadinella montecristi,snake,390.4969348
5906,7946,Rhagerhis moilensis,snake,3607699.462
5907,7947,Rhamnophis aethiopissa,snake,312589.7309
5908,7948,Rhamnophis batesii,snake,26376.28086
5909,7949,Rhamphiophis oxyrhynchus,snake,836704.9044
5910,7950,Rhamphiophis rostratus,snake,638529.2473
5911,7951,Rhamphiophis rubropunctatus,snake,74061.72539
5912,7954,Rhampholeon boulengeri,lizard,17519.2004
5913,7957,Rhampholeon gorongosae,lizard,3688.77526
5914,7959,Rhampholeon marshalli,lizard,2203.557557
5915,7962,Rhampholeon nchisiensis,lizard,13690.1278
5916,7964,Rhampholeon platyceps,lizard,720.3036776
5917,7965,Rhampholeon spectrum,lizard,205099.3492
5918,7967,Rhampholeon temporalis,lizard,10.30086063
5919,7970,Rhampholeon viridis,lizard,1173.025531
5920,7971,Rheodytes leukops,turtle,886.9495269
5921,7972,Rhinechis scalaris,snake,17508.65214
5922,7973,Rhinemys rufipes,turtle,8372.313438
5923,7974,Rhineura floridana,worm lizard,7706.060366
5924,7975,Rhinobothryum bovallii,snake,77231.97305
5925,7976,Rhinobothryum lentiginosum,snake,275457.7466
5926,7977,Rhinocheilus lecontei,snake,642030.733
5927,7978,Rhinoclemmys annulata,turtle,29666.61234
5928,7979,Rhinoclemmys areolata,turtle,99096.6859
5929,7980,Rhinoclemmys diademata,turtle,26012.88219
5930,7981,Rhinoclemmys funerea,turtle,8754.047131
5931,7982,Rhinoclemmys melanosterna,turtle,45246.62183
5932,7983,Rhinoclemmys nasuta,turtle,3890.611091
5933,7984,Rhinoclemmys pulcherrima,turtle,58811.78836
5934,7985,Rhinoclemmys punctularia,turtle,177226.0089
5935,7986,Rhinoclemmys rubida,turtle,8626.327931
5936,7987,Rhinogecko femoralis,lizard,46060.15196
5937,7988,Rhinogecko misonnei,lizard,71102.92452
5938,7989,Rhinoleptus koniagui,snake,13945.92651
5939,7990,Rhinoleptus parkeri,snake,0.837803946
5940,7999,Rhinophis oxyrhynchus,snake,3998.998591
5941,8001,Rhinophis porrectus,snake,0.058611511
5942,8002,Rhinophis punctatus,snake,21.30358399
5943,8007,Rhinoplocephalus bicolor,snake,583.9173769
5944,8008,Rhinotyphlops ataeniatus,snake,1993.916702
5945,8009,Rhinotyphlops boylei,snake,6294.407882
5946,8010,Rhinotyphlops lalandei,snake,59825.82791
5947,8011,Rhinotyphlops schinzi,snake,116883.1585
5948,8012,Rhinotyphlops scortecci,snake,1414.052033
5949,8013,Rhinotyphlops unitaeniatus,snake,22254.77087
5950,8014,Rhoptropella ocellata,lizard,2443.135236
5951,8015,Rhoptropus afer,lizard,8725.397539
5952,8016,Rhoptropus barnardi,lizard,5525.234259
5953,8018,Rhoptropus biporosus,lizard,1417.453809
5954,8019,Rhoptropus boultoni,lizard,6944.624606
5955,8020,Rhoptropus bradfieldi,lizard,11035.35858
5956,8021,Rhoptropus diporus,lizard,1320.296577
5957,8023,Rhoptropus taeniostictus,lizard,1258.569253
5958,8026,Rhynchoedura angusta,lizard,121836.8988
5959,8027,Rhynchoedura eyrensis,lizard,407124.8381
5960,8028,Rhynchoedura mentalis,lizard,2639.079653
5961,8029,Rhynchoedura ormsbyi,lizard,209293.1948
5962,8030,Rhynchoedura ornata,lizard,2045372.912
5963,8031,Rhynchoedura sexapora,lizard,12315.31688
5964,8032,Riama achlyens,lizard,8.488120767
5965,8034,Riama anatoloros,lizard,1021.09449
5966,8041,Riama hyposticta,lizard,901.6230228
5967,8053,Riama rhodogaster,lizard,0.112762912
5968,8057,Riama stigmatoral,lizard,3833.581781
5969,8058,Riama striata,lizard,25.52873773
5970,8060,Riama vespertina,lizard,901.6230228
5971,8061,Riama vieta,lizard,6946.203664
5972,8063,Rieppeleon brachyurus,lizard,23942.82507
5973,8064,Rieppeleon brevicaudatus,lizard,17492.75545
5974,8065,Rieppeleon kerstenii,lizard,298222.2287
5975,8069,Ristella beddomii,lizard,6151.946568
5976,8070,Ristella guentheri,lizard,16876.45097
5977,8071,Ristella rurkii,lizard,13393.62389
5978,8072,Ristella travancorica,lizard,541.3056412
5979,8073,Rodriguesophis chui,snake,16139.95702
5980,8074,Rodriguesophis iglesiasi,snake,72374.04033
5981,8075,Rodriguesophis scriptorcibatus,snake,28180.16223
5982,8076,Saara hardwickii,lizard,711414.7994
5983,8077,Sacalia bealei,turtle,17373.70974
5984,8078,Sacalia quadriocellata,turtle,20185.40553
5985,8079,Saiphos equalis,lizard,3371.426875
5986,8080,Salea anamallayana,lizard,7523.148028
5987,8081,Salea horsfieldii,lizard,8795.8526
5988,8082,Salomonelaps par,snake,770.6130182
5989,8083,Saltuarius cornutus,lizard,2185.126234
5990,8084,Saltuarius eximius,lizard,139.8061487
5991,8086,Saltuarius moritzi,lizard,676.729371
5992,8087,Saltuarius salebrosus,lizard,1050.035316
5993,8088,Saltuarius swaini,lizard,2623.4535
5994,8090,Salvadora bairdi,snake,14308.88529
5995,8091,Salvadora grahamiae,snake,144593.8376
5996,8092,Salvadora hexalepis,snake,339391.8529
5997,8094,Salvadora lemniscata,snake,5600.579118
5998,8095,Salvadora mexicana,snake,5942.545243
5999,8096,Salvator duseni,lizard,41484.15649
6000,8097,Salvator merianae,lizard,1727975.767
6001,8098,Salvator rufescens,lizard,991421.7602
6002,8099,Sanzinia madagascariensis,snake,25714.42434
6003,8100,Sanzinia volontany,snake,1446.322245
6004,8106,Saproscincus basiliscus,lizard,1376.968061
6005,8107,Saproscincus challengeri,lizard,1140.045844
6006,8108,Saproscincus czechurai,lizard,970.2519905
6007,8109,Saproscincus eungellensis,lizard,542.8998312
6008,8110,Saproscincus hannahae,lizard,3503.524673
6009,8111,Saproscincus lewisi,lizard,9.036641618
6010,8112,Saproscincus mustelinus,lizard,6544.302184
6011,8113,Saproscincus oriarus,lizard,2443.24578
6012,8114,Saproscincus rosei,lizard,1215.180935
6013,8115,Saproscincus saltus,lizard,661.5034279
6014,8116,Saproscincus spectabilis,lizard,347.869002
6015,8117,Saproscincus tetradactylus,lizard,1911.891316
6016,8118,Saurodactylus fasciatus,lizard,2462.604237
6017,8119,Saurodactylus mauritanicus,lizard,14682.91813
6018,8120,Sauromalus ater,lizard,190109.5267
6019,8121,Sauromalus hispidus,lizard,21.14205057
6020,8122,Sauromalus klauberi,lizard,3.588561485
6021,8123,Sauromalus slevini,lizard,19.97994568
6022,8125,Scaphiodontophis annulatus,snake,39514.37463
6023,8126,Scaphiodontophis venustissimus,snake,7589.881033
6024,8127,Scaphiophis albopunctatus,snake,520054.134
6025,8128,Scaphiophis raffreyi,snake,29579.96379
6026,8129,Sceloporus acanthinus,lizard,2580.582806
6027,8131,Sceloporus aeneus,lizard,1499.010967
6028,8132,Sceloporus albiventris,lizard,3698.774245
6029,8133,Sceloporus anahuacus,lizard,349.1253175
6030,8134,Sceloporus angustus,lizard,2.022797429
6031,8135,Sceloporus arenicolus,lizard,19175.47429
6032,8136,Sceloporus asper,lizard,2712.601853
6033,8140,Sceloporus bicanthalis,lizard,846.0424705
6034,8141,Sceloporus bimaculosus,lizard,87033.79007
6035,8142,Sceloporus bulleri,lizard,134.000462
6036,8144,Sceloporus carinatus,lizard,239.4386379
6037,8145,Sceloporus cautus,lizard,5704.062246
6038,8147,Sceloporus chrysostictus,lizard,69089.87837
6039,8148,Sceloporus clarkii,lizard,56190.36109
6040,8149,Sceloporus consobrinus,lizard,256065.7582
6041,8150,Sceloporus couchii,lizard,9928.347027
6042,8151,Sceloporus cowlesi,lizard,51717.68728
6043,8152,Sceloporus cozumelae,lizard,17506.97061
6044,8155,Sceloporus cyanogenys,lizard,48022.06714
6045,8156,Sceloporus cyanostictus,lizard,3600.938445
6046,8158,Sceloporus dugesii,lizard,3799.161434
6047,8159,Sceloporus edbelli,lizard,48035.26506
6048,8160,Sceloporus edwardtaylori,lizard,3064.290987
6049,8164,Sceloporus goldmani,lizard,267.5884814
6050,8165,Sceloporus graciosus,lizard,258762.3625
6051,8166,Sceloporus grammicus,lizard,112935.9481
6052,8167,Sceloporus grandaevus,lizard,11.93302464
6053,8168,Sceloporus heterolepis,lizard,996.6942457
6054,8169,Sceloporus horridus,lizard,26500.52953
6055,8170,Sceloporus hunsakeri,lizard,209.1517363
6056,8172,Sceloporus internasalis,lizard,1274.700642
6057,8173,Sceloporus jalapae,lizard,504.2717132
6058,8174,Sceloporus jarrovii,lizard,23302.12406
6059,8175,Sceloporus lemosespinali,lizard,1819.895083
6060,8177,Sceloporus lineatulus,lizard,3.588469405
6061,8178,Sceloporus lunae,lizard,1412.317935
6062,8179,Sceloporus lundelli,lizard,62049.47402
6063,8180,Sceloporus macdougalli,lizard,1354.246152
6064,8181,Sceloporus maculosus,lizard,456.3833604
6065,8182,Sceloporus magister,lizard,410989.9941
6066,8183,Sceloporus malachiticus,lizard,391.7097186
6067,8184,Sceloporus megalepidurus,lizard,338.0781725
6068,8185,Sceloporus melanorhinus,lizard,9073.85116
6069,8186,Sceloporus merriami,lizard,30998.94429
6070,8187,Sceloporus minor,lizard,12701.97659
6071,8188,Sceloporus mucronatus,lizard,2608.536096
6072,8189,Sceloporus nelsoni,lizard,8849.123604
6073,8190,Sceloporus occidentalis,lizard,250038.2494
6074,8192,Sceloporus olivaceus,lizard,133016.3698
6075,8194,Sceloporus orcutti,lizard,3027.627219
6076,8195,Sceloporus ornatus,lizard,7896.856266
6077,8197,Sceloporus parvus,lizard,16936.30781
6078,8198,Sceloporus poinsettii,lizard,114889.1006
6079,8199,Sceloporus pyrocephalus,lizard,1001.448077
6080,8201,Sceloporus samcolemani,lizard,833.0487897
6081,8202,Sceloporus scalaris,lizard,15066.79827
6082,8203,Sceloporus serrifer,lizard,73853.3443
6083,8205,Sceloporus siniferus,lizard,9231.896322
6084,8206,Sceloporus slevini,lizard,10733.41126
6085,8207,Sceloporus smaragdinus,lizard,366.5855449
6086,8208,Sceloporus smithi,lizard,2570.928594
6087,8209,Sceloporus spinosus,lizard,18845.05484
6088,8210,Sceloporus squamosus,lizard,17809.51131
6089,8216,Sceloporus teapensis,lizard,31377.30616
6090,8217,Sceloporus torquatus,lizard,18294.22546
6091,8218,Sceloporus tristichus,lizard,5327.714388
6092,8219,Sceloporus undulatus,lizard,415935.0276
6093,8220,Sceloporus uniformis,lizard,167165.6423
6094,8221,Sceloporus utiformis,lizard,9227.758179
6095,8222,Sceloporus variabilis,lizard,160883.219
6096,8223,Sceloporus virgatus,lizard,3201.483264
6097,8224,Sceloporus woodi,lizard,18439.31434
6098,8225,Sceloporus zosteromus,lizard,11927.59185
6099,8226,Scelotes anguineus,lizard,179.4563415
6100,8227,Scelotes arenicolus,lizard,3369.29792
6101,8228,Scelotes bidigittatus,lizard,1675.541757
6102,8229,Scelotes bipes,lizard,836.2546583
6103,8231,Scelotes caffer,lizard,87.09520402
6104,8232,Scelotes capensis,lizard,17873.68252
6105,8233,Scelotes duttoni,lizard,3.220606729
6106,8234,Scelotes fitzsimonsi,lizard,881.3818379
6107,8235,Scelotes gronovii,lizard,187.2056423
6108,8236,Scelotes guentheri,lizard,26.11152858
6109,8237,Scelotes inornatus,lizard,27.88624859
6110,8238,Scelotes insularis,lizard,13.43074657
6111,8239,Scelotes kasneri,lizard,257.1635027
6112,8241,Scelotes mirus,lizard,1579.299064
6113,8242,Scelotes montispectus,lizard,52.73991956
6114,8243,Scelotes mossambicus,lizard,11715.29202
6115,8245,Scelotes sexlineatus,lizard,186.6535752
6116,8247,Scelotes vestigifer,lizard,662.3915278
6117,8249,Scincella assatus,lizard,14807.01252
6118,8251,Scincella boettgeri,lizard,30.41678912
6119,8254,Scincella cherriei,lizard,82296.50695
6120,8256,Scincella devorator,lizard,9.996280707
6121,8257,Scincella doriae,lizard,7622.076816
6122,8258,Scincella forbesora,lizard,1448.737148
6123,8259,Scincella formosensis,lizard,2654.406668
6124,8260,Scincella gemmingeri,lizard,17310.74189
6125,8261,Scincella huanrenensis,lizard,2212.616722
6126,8262,Scincella incerta,lizard,1.068040688
6127,8264,Scincella kikaapoa,lizard,19.99256135
6128,8265,Scincella lateralis,lizard,252231.776
6129,8266,Scincella macrotis,lizard,211.0736305
6130,8267,Scincella melanosticta,lizard,164848.6718
6131,8268,Scincella modesta,lizard,196593.2252
6132,8269,Scincella monticola,lizard,17527.04774
6133,8270,Scincella ochracea,lizard,237.9140536
6134,8271,Scincella potanini,lizard,4127.736524
6135,8272,Scincella przewalskii,lizard,1574.478789
6136,8273,Scincella punctatolineata,lizard,170.7649539
6137,8275,Scincella reevesii,lizard,382607.5315
6138,8276,Scincella rufocaudatus,lizard,5079.395352
6139,8277,Scincella rupicola,lizard,14803.05068
6140,8280,Scincella tsinlingensis,lizard,15201.5448
6141,8281,Scincella vandenburghi,lizard,103.6181981
6142,8283,Scincopus fasciatus,lizard,1841763.59
6143,8284,Scincus albifasciatus,lizard,1248555.539
6144,8285,Scincus hemprichii,lizard,21864.34249
6145,8286,Scincus mitranus,lizard,672409.4118
6146,8287,Scincus scincus,lizard,4345973.664
6147,8288,Scolecophis atrocinctus,snake,16979.12014
6148,8289,Scolecoseps acontias,lizard,1669.980648
6149,8290,Scolecoseps boulengeri,lizard,58.42681987
6150,8291,Scolecoseps litipoensis,lizard,15.2491678
6151,8292,Scriptosaura catimbau,lizard,105.1356869
6152,8293,Senticolis triaspis,snake,147714.9065
6153,8294,Sepsina alberti,lizard,9955.687129
6154,8295,Sepsina angolensis,lizard,141279.9189
6155,8296,Sepsina bayoni,lizard,741.8016839
6156,8297,Sepsina copei,lizard,84.39306563
6157,8298,Sepsina tetradactyla,lizard,47246.82531
6158,8299,Sepsophis punctatus,lizard,20921.49945
6159,8300,Shinisaurus crocodilurus,lizard,0.372281185
6160,8302,Siagonodon borrichianus,snake,3382.804416
6161,8303,Siagonodon cupinensis,snake,41249.64563
6162,8304,Siagonodon septemstriatus,snake,132972.7988
6163,8305,Sibon annulatus,snake,7629.59959
6164,8306,Sibon anthracops,snake,11983.93049
6165,8307,Sibon argus,snake,1801.178075
6166,8308,Sibon carri,snake,896.5409743
6167,8309,Sibon dimidiatus,snake,11152.54406
6168,8313,Sibon longifrenis,snake,561.4746572
6169,8317,Sibon nebulatus,snake,681593.441
6170,8320,Sibon sanniolus,snake,61756.45893
6171,8321,Sibynomorphus lavillai,snake,517843.613
6172,8322,Sibynomorphus mikanii,snake,309986.7867
6173,8323,Sibynomorphus neuwiedi,snake,26870.54208
6174,8324,Sibynomorphus oligozonatus,snake,411.4397197
6175,8325,Sibynomorphus oneilli,snake,82.64707301
6176,8326,Sibynomorphus petersi,snake,4035.85829
6177,8327,Sibynomorphus turgidus,snake,1324495.913
6178,8329,Sibynomorphus vagus,snake,3979.54616
6179,8330,Sibynomorphus ventrimaculatus,snake,197150.2023
6180,8331,Sibynomorphus williamsi,snake,485.3266272
6181,8332,Sibynophis bistrigatus,snake,21789.59965
6182,8333,Sibynophis bivittatus,snake,152.8620412
6183,8334,Sibynophis chinensis,snake,194380.0797
6184,8335,Sibynophis collaris,snake,451364.9792
6185,8336,Sibynophis geminatus,snake,106524.2849
6186,8337,Sibynophis melanocephalus,snake,208812.4416
6187,8338,Sibynophis sagittarius,snake,451342.9514
6188,8339,Sibynophis subpunctatus,snake,299700.5834
6189,8340,Sibynophis triangularis,snake,2534.239688
6190,8341,Siebenrockiella crassicollis,turtle,394134.0581
6191,8342,Siebenrockiella leytensis,turtle,295.1135537
6192,8343,Sigaloseps deplanchei,lizard,108.3665524
6193,8345,Silvascincus murrayi,lizard,1341.604563
6194,8346,Silvascincus tryoni,lizard,87.74882232
6195,8347,Simalia amethistina,snake,137520.5989
6196,8350,Simalia kinghorni,snake,14256.45444
6197,8352,Simalia oenpelliensis,snake,1767.271984
6198,8354,Simiscincus aurantiacus,lizard,28.48341529
6199,8355,Simophis rhinostoma,snake,22243.51389
6200,8356,Simoselaps anomalus,snake,477506.3462
6201,8357,Simoselaps bertholdi,snake,317579.6007
6202,8358,Simoselaps bimaculatus,snake,94518.73139
6203,8359,Simoselaps littoralis,snake,24181.30068
6204,8360,Simoselaps minimus,snake,14240.02732
6205,8361,Sinomicrurus hatori,snake,1051.555972
6206,8362,Sinomicrurus japonicus,snake,199.1334251
6207,8363,Sinomicrurus kelloggi,snake,24144.25494
6208,8364,Sinomicrurus macclellandi,snake,418708.7329
6209,8365,Sinomicrurus sauteri,snake,1091.61036
6210,8366,Sinonatrix aequifasciata,snake,66699.80456
6211,8367,Sinonatrix annularis,snake,144446.4442
6212,8368,Sinonatrix percarinata,snake,139656.1395
6213,8369,Sinonatrix yunnanensis,snake,678.7006416
6214,8371,Siphlophis cervinus,snake,973696.8165
6215,8372,Siphlophis compressus,snake,938841.3225
6216,8373,Siphlophis leucocephalus,snake,7065.350672
6217,8374,Siphlophis longicaudatus,snake,8707.618994
6218,8375,Siphlophis pulcher,snake,3695.551626
6219,8376,Siphlophis worontzowi,snake,655085.3143
6220,8379,Sistrurus catenatus,snake,116861.9031
6221,8380,Sistrurus miliarius,snake,162300.8581
6222,8381,Sitana bahiri,lizard,13.89184887
6223,8383,Sitana devakai,lizard,1535.723241
6224,8384,Sitana fusca,lizard,9.996280668
6225,8385,Sitana ponticeriana,lizard,846581.818
6226,8386,Sitana schleichi,lizard,9.996280641
6227,8389,Smaug breyeri,lizard,4527.902468
6228,8392,Smaug mossambicus,lizard,0.718729131
6229,8394,Smaug vandami,lizard,1251.31743
6230,8397,Sonora michoacanensis,snake,1614.015944
6231,8398,Sonora mutabilis,snake,715.2671747
6232,8399,Sonora semiannulata,snake,441276.4264
6233,8400,Sordellina punctata,snake,3045.772826
6234,8401,Spalerosophis arenarius,snake,99727.00439
6235,8402,Spalerosophis atriceps,snake,19.99256128
6236,8403,Spalerosophis dolichospilus,snake,99731.39248
6237,8405,Sphaerodactylus alphus,lizard,22.59607355
6238,8406,Sphaerodactylus altavelensis,lizard,1641.058846
6239,8407,Sphaerodactylus argivus,lizard,37.2563507
6240,8408,Sphaerodactylus argus,lizard,17601.67599
6241,8410,Sphaerodactylus armasi,lizard,21.55717457
6242,8411,Sphaerodactylus armstrongi,lizard,244.9713645
6243,8412,Sphaerodactylus asterulus,lizard,77.18527728
6244,8413,Sphaerodactylus beattyi,lizard,23.07102248
6245,8414,Sphaerodactylus becki,lizard,1.187354662
6246,8416,Sphaerodactylus caicosensis,lizard,159.0430456
6247,8417,Sphaerodactylus callocricus,lizard,337.0850152
6248,8418,Sphaerodactylus celicara,lizard,17.84386914
6249,8419,Sphaerodactylus cinereus,lizard,998.1894905
6250,8420,Sphaerodactylus clenchi,lizard,232.0948367
6251,8421,Sphaerodactylus cochranae,lizard,0.632987125
6252,8422,Sphaerodactylus continentalis,lizard,2253.055177
6253,8423,Sphaerodactylus copei,lizard,496.7769154
6254,8424,Sphaerodactylus corticola,lizard,571.3996526
6255,8427,Sphaerodactylus dacnicolor,lizard,6.915010334
6256,8428,Sphaerodactylus darlingtoni,lizard,575.7999508
6257,8429,Sphaerodactylus difficilis,lizard,4615.283472
6258,8430,Sphaerodactylus dimorphicus,lizard,2.536001309
6259,8432,Sphaerodactylus dunni,lizard,2699.75497
6260,8434,Sphaerodactylus elegans,lizard,38978.90869
6261,8435,Sphaerodactylus elegantulus,lizard,11.12249956
6262,8438,Sphaerodactylus fantasticus,lizard,54.85435532
6263,8439,Sphaerodactylus gaigeae,lizard,63.91987357
6264,8440,Sphaerodactylus glaucus,lizard,80807.20404
6265,8441,Sphaerodactylus goniorhynchus,lizard,135.276643
6266,8442,Sphaerodactylus graptolaemus,lizard,503.0151173
6267,8443,Sphaerodactylus guanajae,lizard,0.518359675
6268,8444,Sphaerodactylus heliconiae,lizard,690.6674375
6269,8445,Sphaerodactylus homolepis,lizard,867.559697
6270,8446,Sphaerodactylus inaguae,lizard,700.6661124
6271,8447,Sphaerodactylus intermedius,lizard,258.8402197
6272,8448,Sphaerodactylus kirbyi,lizard,0.571866608
6273,8449,Sphaerodactylus klauberi,lizard,158.5814259
6274,8451,Sphaerodactylus lazelli,lizard,9.678486021
6275,8452,Sphaerodactylus leonardovaldesi,lizard,24.39816783
6276,8453,Sphaerodactylus leucaster,lizard,222.1361471
6277,8454,Sphaerodactylus levinsi,lizard,1.060017585
6278,8455,Sphaerodactylus lineolatus,lizard,14097.72107
6279,8456,Sphaerodactylus macrolepis,lizard,724.3386514
6280,8457,Sphaerodactylus mariguanae,lizard,271.9194347
6281,8458,Sphaerodactylus microlepis,lizard,16.27586798
6282,8459,Sphaerodactylus micropithecus,lizard,9.740472889
6283,8460,Sphaerodactylus millepunctatus,lizard,32841.86652
6284,8461,Sphaerodactylus molei,lizard,142983.8404
6285,8463,Sphaerodactylus nicholsi,lizard,129.4865849
6286,8464,Sphaerodactylus nigropunctatus,lizard,20814.29382
6287,8465,Sphaerodactylus notatus,lizard,68203.04959
6288,8468,Sphaerodactylus oliveri,lizard,31.87309114
6289,8469,Sphaerodactylus omoglaux,lizard,105.5225551
6290,8470,Sphaerodactylus oxyrhinus,lizard,8.163164813
6291,8472,Sphaerodactylus parkeri,lizard,320.7135449
6292,8473,Sphaerodactylus parthenopion,lizard,1.721053332
6293,8476,Sphaerodactylus phyzacinus,lizard,5.617185023
6294,8477,Sphaerodactylus pimienta,lizard,230.3272882
6295,8479,Sphaerodactylus poindexteri,lizard,3.98589651
6296,8482,Sphaerodactylus rhabdotus,lizard,159.4955851
6297,8483,Sphaerodactylus richardi,lizard,3399.25674
6298,8484,Sphaerodactylus richardsonii,lizard,9.612674104
6299,8485,Sphaerodactylus roosevelti,lizard,9.81105485
6300,8486,Sphaerodactylus rosaurae,lizard,51.22333551
6301,8487,Sphaerodactylus ruibali,lizard,27.23250423
6302,8488,Sphaerodactylus sabanus,lizard,25.85873495
6303,8490,Sphaerodactylus savagei,lizard,1305.771492
6304,8491,Sphaerodactylus scaber,lizard,8332.853524
6305,8492,Sphaerodactylus scapularis,lizard,374.7402432
6306,8495,Sphaerodactylus semasiops,lizard,0.309497924
6307,8496,Sphaerodactylus shrevei,lizard,0.979631293
6308,8499,Sphaerodactylus sputator,lizard,23.9169945
6309,8500,Sphaerodactylus storeyae,lizard,46.38400353
6310,8501,Sphaerodactylus streptophorus,lizard,251.0223409
6311,8503,Sphaerodactylus torrei,lizard,52.69996964
6312,8504,Sphaerodactylus townsendi,lizard,111.2452062
6313,8505,Sphaerodactylus underwoodi,lizard,2.169255784
6314,8506,Sphaerodactylus vincenti,lizard,96.45473783
6315,8507,Sphaerodactylus williamsi,lizard,20.59804545
6316,8508,Sphaerodactylus zygaena,lizard,5.354042443
6317,8509,Sphenodon punctatus,Rhynchocephalia,24.91247517
6318,8510,Sphenomorphus acutus,lizard,3412.934418
